,3,4,5,6,7
58,Air Force,Jacksonville,H,86,68
59,Air Force,Florida A&M,H,87,62
60,Air Force,Stetson,H,85,72
61,Air Force,Akron,N,75,84
62,Air Force,East Carolina,N,63,70
63,Air Force,New Mexico St.,V,70,78
64,Air Force,Missouri St.,H,83,70
65,Air Force,Army West Point,V,71,79
66,Air Force,Denver,H,65,77
67,Air Force,Colorado,H,68,75
68,Air Force,UC Davis,H,77,67
69,Air Force,Wyoming,V,72,84
70,Air Force,Utah St.,H,78,73
71,Air Force,Colorado St.,V,58,85
72,Air Force,Fresno St.,H,81,72
73,Air Force,San Jose St.,H,85,89
74,Air Force,Nevada,V,76,83
75,Air Force,UNLV,V,85,87
76,Air Force,San Diego St.,H,60,57
77,Air Force,Fresno St.,V,64,73
78,Air Force,Wyoming,H,74,83
79,Air Force,New Mexico,H,67,74
80,Air Force,Boise St.,V,66,76
81,Air Force,Nevada,H,59,78
82,Air Force,San Jose St.,V,78,83
83,Air Force,UNLV,H,81,58
84,Air Force,Utah St.,V,58,89
85,Air Force,San Diego St.,V,38,51
86,Air Force,Boise St.,H,70,98
87,Air Force,Wyoming,N,83,68
88,Air Force,Colorado St.,N,55,81
89,Akron,Youngstown St.,V,82,90
90,Akron,American,H,72,62
91,Akron,Radford,H,88,41
92,Akron,Ga. Southern,H,75,67
93,Akron,Air Force,N,84,75
94,Akron,Mercer,N,65,63
95,Akron,Creighton,V,70,82
96,Akron,Coppin St.,H,87,63
97,Akron,Gonzaga,V,43,61
98,Akron,Marshall,H,99,88
99,Akron,UC Irvine,N,88,80
100,Akron,UMES,N,76,60
101,Akron,Bowling Green,H,89,84
102,Akron,Western Mich.,H,66,59
103,Akron,Central Mich.,V,89,85
104,Akron,Miami (OH),V,74,70
105,Akron,Ohio,H,83,68
106,Akron,Eastern Mich.,H,70,63
107,Akron,Western Mich.,V,90,80
108,Akron,Buffalo,H,91,90
109,Akron,Northern Ill.,V,76,73
110,Akron,Ohio,V,70,85
111,Akron,Ball St.,H,65,63
112,Akron,Eastern Mich.,V,87,76
113,Akron,Toledo,H,71,65
114,Akron,Kent St.,H,67,70
115,Akron,Bowling Green,V,65,66
116,Akron,Buffalo,V,89,83
117,Akron,Miami (OH),H,75,79
118,Akron,Kent St.,V,66,56
119,Akron,Eastern Mich.,N,79,62
120,Akron,Ball St.,N,74,70
121,Akron,Kent St.,N,65,70
122,Akron,Houston,V,78,75
123,Akron,UT Arlington,V,69,85
124,Alabama,Coastal Caro.,H,70,53
125,Alabama,Dayton,H,72,77
126,Alabama,Ball St.,H,77,59
127,Alabama,Valparaiso,N,60,68
128,Alabama,Saint Louis,N,62,57
129,Alabama,Charleston So.,H,76,46
130,Alabama,Texas,V,68,77
131,Alabama,Oregon,V,56,65
132,Alabama,USC Upstate,H,78,61
133,Alabama,Clemson,H,54,67
134,Alabama,Arkansas St.,N,67,52
135,Alabama,Stetson,H,83,60
136,Alabama,Mississippi St.,V,68,58
137,Alabama,Vanderbilt,H,59,56
138,Alabama,Florida,H,67,80
139,Alabama,LSU,V,81,66
140,Alabama,Missouri,H,68,56
141,Alabama,Auburn,V,64,84
142,Alabama,Georgia,V,80,60
143,Alabama,Mississippi St.,H,71,62
144,Alabama,Arkansas,V,68,87
145,Alabama,Auburn,H,77,82
146,Alabama,South Carolina,V,90,86
147,Alabama,Kentucky,H,58,67
148,Alabama,Missouri,V,57,54
149,Alabama,LSU,H,90,72
150,Alabama,Georgia,H,55,60
151,Alabama,Texas A&M,V,53,56
152,Alabama,Ole Miss,H,70,55
153,Alabama,Tennessee,V,54,59
154,Alabama,Mississippi St.,N,75,55
155,Alabama,South Carolina,N,64,53
156,Alabama,Kentucky,N,74,79
157,Alabama,Richmond,H,64,71
158,Alabama A&M,Missouri St.,V,62,96
159,Alabama A&M,Missouri,V,44,99
160,Alabama A&M,Tennessee Tech,V,61,95
161,Alabama A&M,Southern Miss.,V,55,63
162,Alabama A&M,Murray St.,V,54,91
163,Alabama A&M,UAB,V,45,75
164,Alabama A&M,Tennessee Tech,H,74,79
165,Alabama A&M,Troy,V,59,88
166,Alabama A&M,Georgia St.,V,79,94
167,Alabama A&M,Bowling Green,V,61,74
168,Alabama A&M,Western Mich.,V,50,80
169,Alabama A&M,Jackson St.,H,51,63
170,Alabama A&M,Grambling,H,67,69
171,Alabama A&M,Mississippi Val.,V,79,76
172,Alabama A&M,Ark.-Pine Bluff,V,65,81
173,Alabama A&M,Alabama St.,H,55,57
174,Alabama A&M,Southern U.,H,52,53
175,Alabama A&M,Alcorn,H,70,81
176,Alabama A&M,Prairie View,V,65,70
177,Alabama A&M,Texas Southern,V,47,92
178,Alabama A&M,Mississippi Val.,H,66,68
179,Alabama A&M,Ark.-Pine Bluff,H,49,65
180,Alabama A&M,Alabama St.,V,89,97
181,Alabama A&M,Southern U.,V,64,77
182,Alabama A&M,Alcorn,V,59,74
183,Alabama A&M,Prairie View,H,87,74
184,Alabama A&M,Texas Southern,H,64,74
185,Alabama A&M,Jackson St.,V,64,72
186,Alabama A&M,Grambling,V,57,78
187,Alabama St.,Western Ky.,V,66,79
188,Alabama St.,TCU,V,62,98
189,Alabama St.,Louisiana Tech,V,56,87
190,Alabama St.,Kennesaw St.,V,72,79
191,Alabama St.,Northern Ariz.,N,57,71
192,Alabama St.,Cal St. Fullerton,N,76,67
193,Alabama St.,Jacksonville St.,H,69,72
194,Alabama St.,Troy,V,65,83
195,Alabama St.,San Diego St.,V,41,73
196,Alabama St.,Tennessee St.,V,46,68
197,Alabama St.,Ball St.,V,48,73
198,Alabama St.,Grambling,H,73,69
199,Alabama St.,Jackson St.,H,60,63
200,Alabama St.,Ark.-Pine Bluff,V,63,71
201,Alabama St.,Mississippi Val.,V,70,73
202,Alabama St.,Alabama A&M,V,57,55
203,Alabama St.,Alcorn,H,71,78
204,Alabama St.,Southern U.,H,79,65
205,Alabama St.,Texas Southern,V,68,70
206,Alabama St.,Prairie View,V,52,72
207,Alabama St.,Ark.-Pine Bluff,H,77,65
208,Alabama St.,Mississippi Val.,H,71,66
209,Alabama St.,Alabama A&M,H,97,89
210,Alabama St.,Alcorn,V,67,75
211,Alabama St.,Southern U.,V,73,79
212,Alabama St.,Texas Southern,H,73,86
213,Alabama St.,Prairie View,H,58,77
214,Alabama St.,Grambling,V,69,82
215,Alabama St.,Jackson St.,V,59,65
216,Alabama St.,Texas Southern,V,72,87
217,Albany (NY),Penn St.,V,87,81
218,Albany (NY),Cincinnati,V,51,74
219,Albany (NY),Grand Canyon,N,77,82
220,Albany (NY),Brown,N,80,76
221,Albany (NY),Siena,H,81,72
222,Albany (NY),Holy Cross,H,49,55
223,Albany (NY),Yale,V,55,59
224,Albany (NY),Marist,H,78,66
225,Albany (NY),Colgate,V,74,66
226,Albany (NY),Canisius,V,64,77
227,Albany (NY),St. Francis Brooklyn,H,87,60
228,Albany (NY),SMU,V,53,71
229,Albany (NY),Columbia,V,70,67
230,Albany (NY),Cornell,H,69,59
231,Albany (NY),UMass Lowell,V,79,85
232,Albany (NY),Stony Brook,V,70,72
233,Albany (NY),New Hampshire,H,67,75
234,Albany (NY),UMBC,V,77,50
235,Albany (NY),Binghamton,H,84,65
236,Albany (NY),Maine,H,81,63
237,Albany (NY),Vermont,H,49,60
238,Albany (NY),Hartford,V,74,61
239,Albany (NY),UMass Lowell,H,90,77
240,Albany (NY),Stony Brook,H,65,72
241,Albany (NY),New Hampshire,V,69,55
242,Albany (NY),Binghamton,V,66,54
243,Albany (NY),UMBC,H,78,69
244,Albany (NY),Maine,V,74,56
245,Albany (NY),Vermont,V,50,62
246,Albany (NY),Hartford,H,80,62
247,Albany (NY),Hartford,H,100,71
248,Albany (NY),Stony Brook,V,63,56
249,Albany (NY),Vermont,V,53,56
250,Albany (NY),Saint Peter's,H,55,59
251,Alcorn,Loyola Chicago,V,44,69
252,Alcorn,Evansville,V,59,82
253,Alcorn,Colorado St.,V,58,80
254,Alcorn,San Francisco,V,65,78
255,Alcorn,California,V,59,83
256,Alcorn,Louisiana Tech,V,65,98
257,Alcorn,Georgia Tech,V,50,74
258,Alcorn,Grand Canyon,V,53,63
259,Alcorn,Texas Southern,H,65,67
260,Alcorn,Prairie View,H,66,55
261,Alcorn,Grambling,V,62,67
262,Alcorn,Jackson St.,V,63,50
263,Alcorn,Mississippi Val.,H,77,84
264,Alcorn,Ark.-Pine Bluff,H,82,64
265,Alcorn,Alabama St.,V,78,71
266,Alcorn,Alabama A&M,V,81,70
267,Alcorn,Southern U.,H,74,64
268,Alcorn,Jackson St.,H,69,58
269,Alcorn,Grambling,H,75,65
270,Alcorn,Mississippi Val.,V,88,77
271,Alcorn,Ark.-Pine Bluff,V,70,58
272,Alcorn,Alabama St.,H,75,67
273,Alcorn,Alabama A&M,H,74,59
274,Alcorn,Southern U.,V,68,67
275,Alcorn,Texas Southern,V,88,94
276,Alcorn,Prairie View,V,60,66
277,Alcorn,Mississippi Val.,H,63,60
278,Alcorn,Southern U.,N,81,59
279,Alcorn,Texas Southern,N,50,53
280,American,Maryland,V,56,62
281,American,Texas A&M,V,53,76
282,American,Akron,V,62,72
283,American,Wagner,H,65,73
284,American,Saint Francis (PA),H,62,69
285,American,Western Ill.,H,57,50
286,American,Howard,V,54,71
287,American,New Hampshire,H,70,80
288,American,Youngstown St.,H,77,62
289,American,UMES,H,61,58
290,American,Villanova,V,48,90
291,American,Loyola Maryland,H,66,68
292,American,Colgate,V,67,64
293,American,Bucknell,H,60,69
294,American,Lehigh,V,73,79
295,American,Boston U.,V,66,76
296,American,Army West Point,H,49,53
297,American,Lafayette,H,71,57
298,American,Holy Cross,V,55,63
299,American,Navy,H,53,71
300,American,Colgate,H,65,70
301,American,Bucknell,V,60,80
302,American,Lehigh,H,55,70
303,American,Boston U.,H,64,67
304,American,Army West Point,V,61,58
305,American,Lafayette,V,65,78
306,American,Holy Cross,H,54,69
307,American,Navy,V,74,58
308,American,Loyola Maryland,V,64,62
309,American,Army West Point,V,58,74
310,Appalachian St.,Davidson,V,74,86
311,Appalachian St.,Tennessee,V,94,103
312,Appalachian St.,Hartford,V,70,61
313,Appalachian St.,Duke,V,58,93
314,Appalachian St.,Charlotte,V,72,80
315,Appalachian St.,Western Caro.,H,53,58
316,Appalachian St.,North Carolina St.,V,64,97
317,Appalachian St.,James Madison,H,73,61
318,Appalachian St.,Hampton,H,88,67
319,Appalachian St.,Texas St.,V,58,67
320,Appalachian St.,UT Arlington,V,69,84
321,Appalachian St.,Little Rock,H,68,76
322,Appalachian St.,Arkansas St.,H,70,57
323,Appalachian St.,Coastal Caro.,V,73,85
324,Appalachian St.,Ga. Southern,V,88,92
325,Appalachian St.,Georgia St.,V,72,83
326,Appalachian St.,UT Arlington,H,67,83
327,Appalachian St.,Texas St.,H,55,68
328,Appalachian St.,Arkansas St.,V,78,79
329,Appalachian St.,Little Rock,V,62,69
330,Appalachian St.,Georgia St.,H,77,72
331,Appalachian St.,Ga. Southern,H,83,78
332,Appalachian St.,South Ala.,V,74,87
333,Appalachian St.,Troy,V,66,76
334,Appalachian St.,La.-Monroe,H,64,75
335,Appalachian St.,Louisiana,H,62,77
336,Appalachian St.,Coastal Caro.,H,77,73
337,Appalachian St.,Troy,N,64,84
338,Arizona,Michigan St.,N,65,63
339,Arizona,CSU Bakersfield,H,78,66
340,Arizona,Sacred Heart,H,95,65
341,Arizona,Northern Colo.,H,71,55
342,Arizona,Santa Clara,N,69,61
343,Arizona,Butler,N,65,69
344,Arizona,Texas Southern,H,85,63
345,Arizona,Gonzaga,N,62,69
346,Arizona,UC Irvine,H,79,57
347,Arizona,Missouri,V,79,60
348,Arizona,Grand Canyon,H,64,54
349,Arizona,Texas A&M,N,67,63
350,Arizona,New Mexico,H,77,46
351,Arizona,California,V,67,62
352,Arizona,Stanford,V,91,52
353,Arizona,Utah,H,66,56
354,Arizona,Colorado,H,82,73
355,Arizona,Arizona St.,H,91,75
356,Arizona,Southern California,V,73,66
357,Arizona,UCLA,V,96,85
358,Arizona,Washington St.,H,79,62
359,Arizona,Washington,H,77,66
360,Arizona,Oregon St.,V,71,54
361,Arizona,Oregon,V,58,85
362,Arizona,Stanford,H,74,67
363,Arizona,California,H,62,57
364,Arizona,Washington St.,V,78,59
365,Arizona,Washington,V,76,68
366,Arizona,Southern California,H,90,77
367,Arizona,UCLA,H,72,77
368,Arizona,Arizona St.,V,73,60
369,Arizona,Colorado,N,92,78
370,Arizona,UCLA,N,86,75
371,Arizona,Oregon,N,83,80
372,Arizona,North Dakota,N,100,82
373,Arizona,Saint Mary's (CA),N,69,60
374,Arizona,Xavier,N,71,73
375,Arizona St.,Portland St.,H,88,70
376,Arizona St.,Cal Poly,H,96,74
377,Arizona St.,UNI,N,63,82
378,Arizona St.,Tulane,N,80,71
379,Arizona St.,Davidson,N,60,68
380,Arizona St.,The Citadel,H,127,110
381,Arizona St.,Kentucky,N,69,115
382,Arizona St.,UNLV,H,97,73
383,Arizona St.,Purdue,N,64,97
384,Arizona St.,San Diego St.,V,74,63
385,Arizona St.,New Mexico St.,H,70,81
386,Arizona St.,Creighton,H,85,96
387,Arizona St.,Central Ark.,H,98,62
388,Arizona St.,Stanford,V,98,93
389,Arizona St.,California,V,65,81
390,Arizona St.,Colorado,H,78,77
391,Arizona St.,Utah,H,82,88
392,Arizona St.,Arizona,V,75,91
393,Arizona St.,UCLA,V,80,102
394,Arizona St.,Southern California,V,79,82
395,Arizona St.,Washington,H,86,75
396,Arizona St.,Washington St.,H,83,91
397,Arizona St.,Oregon,V,70,71
398,Arizona St.,Oregon St.,V,81,68
399,Arizona St.,California,H,43,68
400,Arizona St.,Stanford,H,75,69
401,Arizona St.,Washington,V,83,81
402,Arizona St.,Washington St.,V,71,86
403,Arizona St.,UCLA,H,75,87
404,Arizona St.,Southern California,H,83,82
405,Arizona St.,Arizona,H,60,73
406,Arizona St.,Stanford,N,98,88
407,Arizona St.,Oregon,N,57,80
408,Ark.-Pine Bluff,UAB,V,66,86
409,Ark.-Pine Bluff,George Washington,V,41,61
410,Ark.-Pine Bluff,Siena,V,43,66
411,Ark.-Pine Bluff,Hawaii,V,44,64
412,Ark.-Pine Bluff,UT Martin,H,68,73
413,Ark.-Pine Bluff,Central Mich.,V,59,82
414,Ark.-Pine Bluff,Little Rock,V,52,67
415,Ark.-Pine Bluff,Seattle U,V,58,63
416,Ark.-Pine Bluff,Oklahoma St.,V,66,102
417,Ark.-Pine Bluff,New Mexico,V,43,83
418,Ark.-Pine Bluff,Denver,V,52,74
419,Ark.-Pine Bluff,Grand Canyon,V,49,89
420,Ark.-Pine Bluff,Mississippi Val.,H,105,91
421,Ark.-Pine Bluff,Alabama St.,H,71,63
422,Ark.-Pine Bluff,Alabama A&M,H,81,65
423,Ark.-Pine Bluff,Southern U.,V,75,76
424,Ark.-Pine Bluff,Alcorn,V,64,82
425,Ark.-Pine Bluff,Texas Southern,H,63,70
426,Ark.-Pine Bluff,Prairie View,H,71,68
427,Ark.-Pine Bluff,Grambling,V,53,61
428,Ark.-Pine Bluff,Jackson St.,V,59,74
429,Ark.-Pine Bluff,Alabama St.,V,65,77
430,Ark.-Pine Bluff,Alabama A&M,V,65,49
431,Ark.-Pine Bluff,Southern U.,H,68,61
432,Ark.-Pine Bluff,Alcorn,H,58,70
433,Ark.-Pine Bluff,Texas Southern,V,40,78
434,Ark.-Pine Bluff,Prairie View,V,55,73
435,Ark.-Pine Bluff,Grambling,H,58,78
436,Ark.-Pine Bluff,Jackson St.,H,51,62
437,Ark.-Pine Bluff,Mississippi Val.,V,77,88
438,Arkansas,Fort Wayne,H,92,83
439,Arkansas,Southern Ill.,H,90,65
440,Arkansas,UT Arlington,H,71,67
441,Arkansas,Minnesota,V,71,85
442,Arkansas,Mt. St. Mary's,H,89,76
443,Arkansas,SFA,H,78,62
444,Arkansas,Austin Peay,H,99,62
445,Arkansas,Houston,H,84,72
446,Arkansas,North Florida,H,91,76
447,Arkansas,Texas,N,77,74
448,Arkansas,North Dakota St.,H,71,55
449,Arkansas,Sam Houston St.,N,90,56
450,Arkansas,Florida,H,72,81
451,Arkansas,Tennessee,V,82,78
452,Arkansas,Kentucky,V,71,97
453,Arkansas,Mississippi St.,H,78,84
454,Arkansas,Missouri,H,92,73
455,Arkansas,Texas A&M,V,62,60
456,Arkansas,LSU,H,99,86
457,Arkansas,Vanderbilt,V,71,70
458,Arkansas,Oklahoma St.,V,71,99
459,Arkansas,Alabama,H,87,68
460,Arkansas,Missouri,V,78,83
461,Arkansas,Vanderbilt,H,59,72
462,Arkansas,LSU,V,78,70
463,Arkansas,South Carolina,V,83,76
464,Arkansas,Ole Miss,H,98,80
465,Arkansas,Texas A&M,H,86,77
466,Arkansas,Auburn,V,79,68
467,Arkansas,Florida,V,65,78
468,Arkansas,Georgia,H,85,67
469,Arkansas,Ole Miss,N,73,72
470,Arkansas,Vanderbilt,N,76,62
471,Arkansas,Kentucky,N,65,82
472,Arkansas,Seton Hall,N,77,71
473,Arkansas,North Carolina,N,65,72
474,Arkansas St.,North Dakota St.,V,66,76
475,Arkansas St.,Georgetown,V,78,72
476,Arkansas St.,Army West Point,V,60,57
477,Arkansas St.,Chattanooga,N,73,67
478,Arkansas St.,SIUE,H,75,57
479,Arkansas St.,Lehigh,H,97,89
480,Arkansas St.,Cleveland St.,H,78,51
481,Arkansas St.,TCU,V,54,77
482,Arkansas St.,UT Martin,V,87,68
483,Arkansas St.,Central Ark.,V,89,77
484,Arkansas St.,Alabama,N,52,67
485,Arkansas St.,Minnesota,V,75,82
486,Arkansas St.,Louisiana,H,74,71
487,Arkansas St.,La.-Monroe,H,76,45
488,Arkansas St.,Coastal Caro.,V,65,80
489,Arkansas St.,Appalachian St.,V,57,70
490,Arkansas St.,Little Rock,V,77,72
491,Arkansas St.,Troy,H,82,80
492,Arkansas St.,South Ala.,H,74,62
493,Arkansas St.,La.-Monroe,V,73,63
494,Arkansas St.,Louisiana,V,88,69
495,Arkansas St.,Appalachian St.,H,79,78
496,Arkansas St.,Coastal Caro.,H,67,57
497,Arkansas St.,UT Arlington,V,75,81
498,Arkansas St.,Texas St.,V,58,62
499,Arkansas St.,Little Rock,H,67,58
500,Arkansas St.,Ga. Southern,H,60,72
501,Arkansas St.,Georgia St.,H,78,67
502,Arkansas St.,Troy,V,72,81
503,Arkansas St.,South Ala.,V,70,73
504,Arkansas St.,La.-Monroe,N,70,73
505,Army West Point,Oregon,V,77,91
506,Army West Point,Arkansas St.,H,57,60
507,Army West Point,Central Ark.,H,76,81
508,Army West Point,Columbia,V,88,83
509,Army West Point,Fairfield,V,74,75
510,Army West Point,Fairleigh Dickinson,H,97,78
511,Army West Point,St. Francis Brooklyn,H,76,56
512,Army West Point,Air Force,H,79,71
513,Army West Point,Monmouth,V,71,81
514,Army West Point,St. Bonaventure,V,83,92
515,Army West Point,Binghamton,H,71,60
516,Army West Point,Lehigh,H,59,66
517,Army West Point,Bucknell,V,76,84
518,Army West Point,Lafayette,V,74,79
519,Army West Point,Loyola Maryland,H,66,57
520,Army West Point,Colgate,H,76,79
521,Army West Point,American,V,53,49
522,Army West Point,Holy Cross,H,76,85
523,Army West Point,Navy,H,80,96
524,Army West Point,Boston U.,V,89,90
525,Army West Point,Bucknell,H,75,96
526,Army West Point,Lafayette,H,80,73
527,Army West Point,Loyola Maryland,V,63,78
528,Army West Point,Colgate,V,58,70
529,Army West Point,American,H,58,61
530,Army West Point,Holy Cross,V,52,47
531,Army West Point,Navy,V,71,68
532,Army West Point,Boston U.,H,73,62
533,Army West Point,Lehigh,V,69,83
534,Army West Point,American,H,74,58
535,Army West Point,Bucknell,V,62,78
536,Auburn,North Florida,H,83,66
537,Auburn,Georgia St.,H,83,65
538,Auburn,Eastern Ky.,H,85,64
539,Auburn,Texas Tech,N,67,65
540,Auburn,Purdue,N,71,96
541,Auburn,USC Upstate,H,90,83
542,Auburn,UAB,V,74,70
543,Auburn,Boston College,N,71,72
544,Auburn,Coastal Caro.,H,117,72
545,Auburn,Mercer,H,76,74
546,Auburn,Oklahoma,N,74,70
547,Auburn,UConn,V,70,67
548,Auburn,Georgia,H,84,96
549,Auburn,Vanderbilt,V,61,80
550,Auburn,Ole Miss,H,85,88
551,Auburn,Missouri,V,77,72
552,Auburn,Kentucky,V,72,92
553,Auburn,LSU,H,78,74
554,Auburn,Alabama,H,84,64
555,Auburn,South Carolina,V,69,98
556,Auburn,TCU,V,88,80
557,Auburn,Tennessee,H,77,87
558,Auburn,Alabama,V,82,77
559,Auburn,Mississippi St.,H,98,92
560,Auburn,Ole Miss,V,84,90
561,Auburn,Florida,H,95,114
562,Auburn,Texas A&M,V,62,81
563,Auburn,LSU,V,98,75
564,Auburn,Arkansas,H,68,79
565,Auburn,Georgia,V,78,79
566,Auburn,Missouri,H,89,78
567,Auburn,Missouri,N,83,86
568,Austin Peay,Dayton,V,68,96
569,Austin Peay,Northern Ky.,N,77,69
570,Austin Peay,Miami (OH),V,70,76
571,Austin Peay,Delaware,N,76,75
572,Austin Peay,Fort Wayne,H,99,103
573,Austin Peay,Arkansas,V,62,99
574,Austin Peay,Fort Wayne,V,58,98
575,Austin Peay,Wofford,V,77,96
576,Austin Peay,Evansville,H,69,77
577,Austin Peay,Lipscomb,H,85,99
578,Austin Peay,Indiana,V,62,97
579,Austin Peay,Western Ky.,V,92,97
580,Austin Peay,Belmont,H,77,82
581,Austin Peay,Tennessee Tech,V,67,76
582,Austin Peay,Jacksonville St.,V,68,71
583,Austin Peay,SIUE,V,83,81
584,Austin Peay,Eastern Ill.,V,92,84
585,Austin Peay,Morehead St.,H,82,89
586,Austin Peay,Murray St.,H,84,81
587,Austin Peay,UT Martin,H,79,85
588,Austin Peay,Southeast Mo. St.,H,71,82
589,Austin Peay,Eastern Ky.,V,83,81
590,Austin Peay,Tennessee St.,H,66,70
591,Austin Peay,Murray St.,V,58,102
592,Austin Peay,Eastern Ill.,H,85,80
593,Austin Peay,SIUE,H,92,84
594,Austin Peay,UT Martin,V,72,76
595,Austin Peay,Southeast Mo. St.,V,88,79
596,BYU,Princeton,H,82,73
597,BYU,Coppin St.,H,96,59
598,BYU,Coastal Caro.,H,81,65
599,BYU,Saint Louis,N,92,62
600,BYU,Valparaiso,N,89,92
601,BYU,Utah Valley,H,101,114
602,BYU,Utah St.,N,77,63
603,BYU,Southern California,N,84,91
604,BYU,Weber St.,H,77,66
605,BYU,Colorado,H,79,71
606,BYU,Illinois,N,73,75
607,BYU,Idaho St.,H,84,58
608,BYU,CSU Bakersfield,H,81,71
609,BYU,Santa Clara,H,89,59
610,BYU,Loyola Marymount,V,81,76
611,BYU,Saint Mary's (CA),V,68,81
612,BYU,Pacific,H,91,62
613,BYU,San Francisco,H,85,75
614,BYU,San Diego,V,75,88
615,BYU,Pepperdine,H,99,70
616,BYU,Pacific,V,62,47
617,BYU,Santa Clara,V,68,76
618,BYU,Loyola Marymount,H,85,77
619,BYU,Gonzaga,H,75,85
620,BYU,Portland,H,73,62
621,BYU,Pepperdine,V,83,99
622,BYU,San Francisco,V,68,52
623,BYU,San Diego,H,82,70
624,BYU,Saint Mary's (CA),H,57,70
625,BYU,Portland,V,97,78
626,BYU,Gonzaga,V,79,71
627,BYU,Loyola Marymount,N,89,81
628,BYU,Saint Mary's (CA),N,50,81
629,BYU,UT Arlington,H,89,105
630,Ball St.,Saint Louis,V,85,64
631,Ball St.,Indiana St.,H,74,80
632,Ball St.,Alabama,V,59,77
633,Ball St.,Coppin St.,N,79,77
634,Ball St.,Southern Utah,N,94,83
635,Ball St.,Valparaiso,V,73,79
636,Ball St.,IUPUI,H,62,73
637,Ball St.,Bradley,H,80,63
638,Ball St.,Eastern Ky.,H,91,86
639,Ball St.,Longwood,H,61,45
640,Ball St.,Alabama St.,H,73,48
641,Ball St.,North Florida,V,73,68
642,Ball St.,Kent St.,V,90,100
643,Ball St.,Bowling Green,H,71,76
644,Ball St.,Miami (OH),H,85,74
645,Ball St.,Buffalo,V,92,77
646,Ball St.,Central Mich.,H,98,83
647,Ball St.,Bowling Green,V,74,79
648,Ball St.,Eastern Mich.,V,88,80
649,Ball St.,Western Mich.,H,84,78
650,Ball St.,Toledo,H,81,80
651,Ball St.,Buffalo,H,69,96
652,Ball St.,Akron,V,63,65
653,Ball St.,Ohio,H,77,79
654,Ball St.,Northern Ill.,V,81,72
655,Ball St.,Central Mich.,V,109,100
656,Ball St.,Eastern Mich.,H,79,72
657,Ball St.,Western Mich.,V,55,80
658,Ball St.,Toledo,V,82,74
659,Ball St.,Northern Ill.,H,87,82
660,Ball St.,Western Mich.,N,66,63
661,Ball St.,Akron,N,70,74
662,Ball St.,Fort Wayne,V,80,88
663,Baylor,Oral Roberts,H,76,61
664,Baylor,Oregon,H,66,49
665,Baylor,FGCU,H,81,72
