,1,2,3,4,5
102,Akron,Miami (OH),V,64.0,79.0
103,Akron,Toledo,H,56.0,77.0
104,Akron,Ohio,V,75.0,99.0
105,Akron,Central Mich.,H,69.0,63.0
106,Akron,Ball St.,H,77.0,90.0
107,Akron,Kent St.,V,68.0,78.0
108,Akron,Bowling Green,V,81.0,79.0
109,Akron,Miami (OH),H,62.0,64.0
110,Akron,Buffalo,V,68.0,80.0
111,Akron,Kent St.,H,67.0,65.0
112,Akron,Western Mich.,V,79.0,78.0
113,Akron,Eastern Mich.,N,58.0,67.0
114,Alabama,Memphis,N,82.0,70.0
115,Alabama,Lipscomb,H,86.0,64.0
116,Alabama,Alabama A&M,H,104.0,67.0
117,Alabama,UT Arlington,H,77.0,76.0
118,Alabama,BYU,N,71.0,59.0
119,Alabama,Minnesota,N,84.0,89.0
120,Alabama,Louisiana Tech,H,77.0,74.0
121,Alabama,UCF,H,62.0,65.0
122,Alabama,Rhode Island,H,68.0,64.0
123,Alabama,Arizona,V,82.0,88.0
124,Alabama,Mercer,N,80.0,79.0
125,Alabama,Texas,H,50.0,66.0
126,Alabama,Texas A&M,H,79.0,57.0
127,Alabama,Vanderbilt,V,75.0,76.0
128,Alabama,Georgia,V,46.0,65.0
129,Alabama,South Carolina,H,76.0,62.0
130,Alabama,LSU,V,74.0,66.0
131,Alabama,Auburn,H,76.0,71.0
132,Alabama,Mississippi St.,H,68.0,62.0
133,Alabama,Ole Miss,V,66.0,78.0
134,Alabama,Oklahoma,H,80.0,73.0
135,Alabama,Missouri,H,60.0,69.0
136,Alabama,Florida,V,68.0,50.0
137,Alabama,Mississippi St.,V,63.0,67.0
138,Alabama,Tennessee,H,78.0,50.0
139,Alabama,LSU,H,80.0,65.0
140,Alabama,Kentucky,V,71.0,81.0
141,Alabama,Auburn,V,71.0,90.0
142,Alabama,Arkansas,H,73.0,76.0
143,Alabama,Florida,H,52.0,73.0
144,Alabama,Texas A&M,V,66.0,68.0
145,Alabama,Texas A&M,N,71.0,70.0
146,Alabama,Auburn,N,81.0,63.0
147,Alabama,Kentucky,N,63.0,86.0
148,Alabama,Virginia Tech,N,86.0,83.0
149,Alabama,Villanova,N,58.0,81.0
150,Alabama A&M,Ohio,V,53.0,61.0
151,Alabama A&M,Samford,V,68.0,87.0
152,Alabama A&M,Alabama,V,67.0,104.0
153,Alabama A&M,Minnesota,V,57.0,100.0
154,Alabama A&M,Niagara,V,74.0,96.0
155,Alabama A&M,Western Caro.,N,72.0,82.0
156,Alabama A&M,Georgia St.,H,53.0,63.0
157,Alabama A&M,Austin Peay,V,47.0,67.0
158,Alabama A&M,DePaul,V,59.0,83.0
159,Alabama A&M,Southern Miss.,H,54.0,69.0
160,Alabama A&M,UAB,V,58.0,90.0
161,Alabama A&M,Michigan,V,47.0,97.0
162,Alabama A&M,Georgetown,V,49.0,89.0
163,Alabama A&M,Grambling,V,71.0,64.0
164,Alabama A&M,Jackson St.,V,56.0,59.0
165,Alabama A&M,Ark.-Pine Bluff,H,62.0,69.0
166,Alabama A&M,Mississippi Val.,H,65.0,55.0
167,Alabama A&M,Alabama St.,V,67.0,70.0
168,Alabama A&M,Alcorn,V,52.0,68.0
169,Alabama A&M,Southern U.,V,61.0,62.0
170,Alabama A&M,Texas Southern,H,56.0,58.0
171,Alabama A&M,Prairie View,H,67.0,88.0
172,Alabama A&M,Ark.-Pine Bluff,V,62.0,80.0
173,Alabama A&M,Mississippi Val.,V,67.0,77.0
174,Alabama A&M,Alabama St.,H,50.0,69.0
175,Alabama A&M,Alcorn,H,60.0,80.0
176,Alabama A&M,Southern U.,H,50.0,60.0
177,Alabama A&M,Texas Southern,V,71.0,106.0
178,Alabama A&M,Prairie View,V,58.0,71.0
179,Alabama A&M,Grambling,H,74.0,84.0
180,Alabama A&M,Jackson St.,H,66.0,59.0
181,Alabama St.,Mississippi St.,V,68.0,96.0
182,Alabama St.,Iowa,V,58.0,92.0
183,Alabama St.,South Dakota St.,V,63.0,94.0
184,Alabama St.,Oregon,V,56.0,114.0
185,Alabama St.,Chattanooga,V,50.0,67.0
186,Alabama St.,Savannah St.,N,97.0,101.0
187,Alabama St.,Cincinnati,V,51.0,83.0
188,Alabama St.,Jacksonville St.,V,69.0,77.0
189,Alabama St.,Tennessee St.,H,45.0,64.0
190,Alabama St.,Winthrop,H,80.0,88.0
191,Alabama St.,Louisiana Tech,N,62.0,74.0
192,Alabama St.,Liberty,N,70.0,87.0
193,Alabama St.,Jackson St.,V,73.0,82.0
194,Alabama St.,Grambling,V,74.0,66.0
195,Alabama St.,Mississippi Val.,H,63.0,46.0
196,Alabama St.,Ark.-Pine Bluff,H,68.0,94.0
197,Alabama St.,Alabama A&M,H,70.0,67.0
198,Alabama St.,Southern U.,V,61.0,63.0
199,Alabama St.,Alcorn,V,64.0,81.0
200,Alabama St.,Prairie View,H,80.0,86.0
201,Alabama St.,Texas Southern,H,82.0,97.0
202,Alabama St.,Mississippi Val.,V,89.0,85.0
203,Alabama St.,Ark.-Pine Bluff,V,65.0,59.0
204,Alabama St.,Alabama A&M,V,69.0,50.0
205,Alabama St.,Southern U.,H,67.0,71.0
206,Alabama St.,Alcorn,H,82.0,62.0
207,Alabama St.,Prairie View,V,74.0,80.0
208,Alabama St.,Texas Southern,V,77.0,95.0
209,Alabama St.,Jackson St.,H,62.0,60.0
210,Alabama St.,Grambling,H,64.0,66.0
211,Alabama St.,Texas Southern,V,76.0,90.0
212,Albany (NY),Iona,H,69.0,67.0
213,Albany (NY),Boston U.,V,88.0,74.0
214,Albany (NY),Yale,H,80.0,72.0
215,Albany (NY),Dartmouth,V,91.0,73.0
216,Albany (NY),Holy Cross,V,78.0,62.0
217,Albany (NY),Monmouth,V,73.0,81.0
218,Albany (NY),Colgate,H,75.0,69.0
219,Albany (NY),Columbia,H,86.0,82.0
220,Albany (NY),Bryant,H,84.0,68.0
221,Albany (NY),Siena,V,74.0,69.0
222,Albany (NY),Memphis,V,58.0,67.0
223,Albany (NY),Canisius,H,68.0,65.0
224,Albany (NY),Louisville,V,68.0,70.0
225,Albany (NY),Kent St.,H,78.0,68.0
226,Albany (NY),Hartford,H,64.0,72.0
227,Albany (NY),New Hampshire,V,61.0,64.0
228,Albany (NY),Stony Brook,H,78.0,65.0
229,Albany (NY),Maine,V,84.0,66.0
230,Albany (NY),Binghamton,V,66.0,79.0
231,Albany (NY),UMass Lowell,H,70.0,62.0
232,Albany (NY),UMBC,H,83.0,39.0
233,Albany (NY),Vermont,V,50.0,61.0
234,Albany (NY),Stony Brook,V,57.0,50.0
235,Albany (NY),New Hampshire,H,83.0,74.0
236,Albany (NY),Vermont,H,67.0,72.0
237,Albany (NY),Hartford,V,69.0,63.0
238,Albany (NY),UMass Lowell,V,91.0,81.0
239,Albany (NY),UMBC,V,60.0,68.0
240,Albany (NY),Maine,H,89.0,79.0
241,Albany (NY),Binghamton,H,71.0,54.0
242,Albany (NY),Stony Brook,H,60.0,69.0
243,Alcorn,LSU,V,59.0,99.0
244,Alcorn,Creighton,V,72.0,109.0
245,Alcorn,UNI,V,45.0,73.0
246,Alcorn,Baylor,V,61.0,78.0
247,Alcorn,Central Ark.,V,76.0,102.0
248,Alcorn,Yale,H,73.0,87.0
249,Alcorn,Tulane,V,65.0,81.0
250,Alcorn,Iowa St.,V,58.0,78.0
251,Alcorn,Vanderbilt,V,51.0,92.0
252,Alcorn,Prairie View,V,64.0,76.0
253,Alcorn,Texas Southern,V,70.0,85.0
254,Alcorn,Jackson St.,H,55.0,60.0
255,Alcorn,Grambling,H,61.0,72.0
256,Alcorn,Mississippi Val.,V,77.0,63.0
257,Alcorn,Ark.-Pine Bluff,V,59.0,71.0
258,Alcorn,Alabama A&M,H,68.0,52.0
259,Alcorn,Alabama St.,H,81.0,64.0
260,Alcorn,Southern U.,V,48.0,61.0
261,Alcorn,Jackson St.,V,57.0,60.0
262,Alcorn,Grambling,V,72.0,81.0
263,Alcorn,Mississippi Val.,H,94.0,90.0
264,Alcorn,Ark.-Pine Bluff,H,84.0,52.0
265,Alcorn,Alabama A&M,V,80.0,60.0
266,Alcorn,Alabama St.,V,62.0,82.0
267,Alcorn,Southern U.,H,89.0,85.0
268,Alcorn,Prairie View,H,69.0,79.0
269,Alcorn,Texas Southern,H,71.0,78.0
270,Alcorn,Prairie View,V,71.0,87.0
271,American,Kansas St.,V,45.0,83.0
272,American,West Virginia,V,64.0,98.0
273,American,Wagner,V,70.0,71.0
274,American,New Hampshire,V,74.0,70.0
275,American,VMI,H,69.0,64.0
276,American,Saint Francis (PA),V,89.0,100.0
277,American,UMES,V,70.0,74.0
278,American,Western Ill.,V,56.0,69.0
279,American,Howard,H,74.0,63.0
280,American,Mt. St. Mary's,H,56.0,59.0
281,American,Marquette,V,51.0,92.0
282,American,Bucknell,V,55.0,84.0
283,American,Colgate,H,63.0,72.0
284,American,Navy,V,64.0,70.0
285,American,Army West Point,H,54.0,58.0
286,American,Loyola Maryland,H,76.0,65.0
287,American,Lehigh,V,66.0,76.0
288,American,Boston U.,V,69.0,58.0
289,American,Lafayette,H,53.0,62.0
290,American,Holy Cross,H,57.0,60.0
291,American,Colgate,V,69.0,83.0
292,American,Navy,H,44.0,61.0
293,American,Army West Point,V,70.0,82.0
294,American,Loyola Maryland,V,69.0,72.0
295,American,Lehigh,H,78.0,80.0
296,American,Boston U.,H,60.0,56.0
297,American,Lafayette,V,85.0,90.0
298,American,Holy Cross,V,64.0,70.0
299,American,Bucknell,H,61.0,80.0
300,American,Lafayette,V,86.0,93.0
301,Appalachian St.,Iowa St.,N,98.0,104.0
302,Appalachian St.,Western Mich.,N,67.0,86.0
303,Appalachian St.,UTEP,N,76.0,72.0
304,Appalachian St.,James Madison,V,99.0,105.0
305,Appalachian St.,Davidson,H,78.0,62.0
306,Appalachian St.,VCU,V,72.0,85.0
307,Appalachian St.,South Fla.,H,84.0,61.0
308,Appalachian St.,Western Caro.,V,71.0,72.0
309,Appalachian St.,Akron,V,89.0,94.0
310,Appalachian St.,Ohio St.,V,67.0,80.0
311,Appalachian St.,Hampton,V,53.0,86.0
312,Appalachian St.,Texas St.,H,66.0,62.0
313,Appalachian St.,UT Arlington,H,80.0,76.0
314,Appalachian St.,Louisiana,V,45.0,78.0
315,Appalachian St.,La.-Monroe,V,79.0,73.0
316,Appalachian St.,Georgia St.,H,58.0,71.0
317,Appalachian St.,Ga. Southern,H,59.0,60.0
318,Appalachian St.,South Ala.,V,77.0,83.0
319,Appalachian St.,Troy,V,79.0,81.0
320,Appalachian St.,Little Rock,H,72.0,67.0
321,Appalachian St.,Arkansas St.,H,88.0,93.0
322,Appalachian St.,UT Arlington,V,77.0,89.0
323,Appalachian St.,Texas St.,V,59.0,56.0
324,Appalachian St.,Coastal Caro.,V,81.0,66.0
325,Appalachian St.,South Ala.,H,66.0,77.0
326,Appalachian St.,Troy,H,65.0,54.0
327,Appalachian St.,Arkansas St.,V,79.0,82.0
328,Appalachian St.,Little Rock,V,69.0,67.0
329,Appalachian St.,Coastal Caro.,H,76.0,67.0
330,Appalachian St.,Little Rock,N,93.0,64.0
331,Appalachian St.,UT Arlington,N,68.0,84.0
332,Arizona,Northern Ariz.,H,101.0,67.0
333,Arizona,UMBC,H,103.0,78.0
334,Arizona,CSU Bakersfield,H,91.0,59.0
335,Arizona,North Carolina St.,N,84.0,90.0
336,Arizona,SMU,N,60.0,66.0
337,Arizona,Purdue,N,64.0,89.0
338,Arizona,Long Beach St.,H,91.0,56.0
339,Arizona,UNLV,V,91.0,88.0
340,Arizona,Texas A&M,N,67.0,64.0
341,Arizona,Alabama,H,88.0,82.0
342,Arizona,New Mexico,V,89.0,73.0
343,Arizona,North Dakota St.,H,83.0,53.0
344,Arizona,UConn,H,73.0,58.0
345,Arizona,Arizona St.,H,84.0,78.0
346,Arizona,Utah,V,94.0,82.0
347,Arizona,Colorado,V,77.0,80.0
348,Arizona,Oregon St.,H,62.0,53.0
349,Arizona,Oregon,H,90.0,83.0
350,Arizona,California,V,79.0,58.0
351,Arizona,Stanford,V,73.0,71.0
352,Arizona,Colorado,H,80.0,71.0
353,Arizona,Utah,H,74.0,73.0
354,Arizona,Washington St.,V,100.0,72.0
355,Arizona,Washington,V,75.0,78.0
356,Arizona,UCLA,H,74.0,82.0
357,Arizona,Southern California,H,81.0,67.0
358,Arizona,Arizona St.,V,77.0,70.0
359,Arizona,Oregon St.,V,75.0,65.0
360,Arizona,Oregon,V,93.0,98.0
361,Arizona,Stanford,H,75.0,67.0
362,Arizona,California,H,66.0,54.0
363,Arizona,Colorado,N,83.0,67.0
364,Arizona,UCLA,N,78.0,67.0
365,Arizona,Southern California,N,75.0,61.0
366,Arizona,Buffalo,N,68.0,89.0
367,Arizona St.,Idaho St.,H,94.0,74.0
368,Arizona St.,San Diego St.,H,90.0,68.0
369,Arizona St.,Northern Ariz.,H,97.0,62.0
370,Arizona St.,UC Irvine,H,99.0,78.0
371,Arizona St.,Kansas St.,N,92.0,90.0
372,Arizona St.,Xavier,N,102.0,86.0
373,Arizona St.,San Francisco,H,75.0,57.0
374,Arizona St.,St. John's (NY),N,82.0,70.0
375,Arizona St.,Kansas,V,95.0,85.0
376,Arizona St.,Vanderbilt,H,76.0,64.0
377,Arizona St.,Longwood,H,95.0,61.0
378,Arizona St.,Pacific,H,104.0,65.0
379,Arizona St.,Arizona,V,78.0,84.0
380,Arizona St.,Colorado,V,81.0,90.0
381,Arizona St.,Utah,V,80.0,77.0
382,Arizona St.,Oregon,H,72.0,76.0
383,Arizona St.,Oregon St.,H,77.0,75.0
384,Arizona St.,Stanford,V,77.0,86.0
385,Arizona St.,California,V,81.0,73.0
386,Arizona St.,Utah,H,77.0,80.0
387,Arizona St.,Colorado,H,80.0,66.0
388,Arizona St.,Washington,V,64.0,68.0
389,Arizona St.,Washington St.,V,88.0,78.0
390,Arizona St.,Southern California,H,80.0,78.0
391,Arizona St.,UCLA,H,88.0,79.0
392,Arizona St.,Arizona,H,70.0,77.0
393,Arizona St.,Oregon,V,68.0,75.0
394,Arizona St.,Oregon St.,V,75.0,79.0
395,Arizona St.,California,H,84.0,53.0
396,Arizona St.,Stanford,H,83.0,84.0
397,Arizona St.,Colorado,N,85.0,97.0
398,Arizona St.,Syracuse,N,56.0,60.0
399,Ark.-Pine Bluff,Hawaii,V,70.0,82.0
400,Ark.-Pine Bluff,Troy,N,57.0,81.0
401,Ark.-Pine Bluff,North Dakota,N,71.0,80.0
402,Ark.-Pine Bluff,SMU,V,37.0,72.0
403,Ark.-Pine Bluff,Air Force,V,47.0,57.0
404,Ark.-Pine Bluff,Texas St.,N,54.0,71.0
405,Ark.-Pine Bluff,Pacific,V,69.0,78.0
406,Ark.-Pine Bluff,Canisius,N,58.0,81.0
407,Ark.-Pine Bluff,Santa Clara,V,57.0,72.0
408,Ark.-Pine Bluff,Oregon St.,V,58.0,85.0
409,Ark.-Pine Bluff,Fresno St.,V,52.0,78.0
410,Ark.-Pine Bluff,Weber St.,V,74.0,96.0
411,Ark.-Pine Bluff,Cincinnati,V,49.0,77.0
412,Ark.-Pine Bluff,UT Martin,V,68.0,74.0
413,Ark.-Pine Bluff,Mississippi Val.,V,80.0,71.0
414,Ark.-Pine Bluff,Alabama A&M,V,69.0,62.0
415,Ark.-Pine Bluff,Alabama St.,V,94.0,68.0
416,Ark.-Pine Bluff,Southern U.,H,78.0,76.0
417,Ark.-Pine Bluff,Alcorn,H,71.0,59.0
418,Ark.-Pine Bluff,Prairie View,V,72.0,66.0
419,Ark.-Pine Bluff,Texas Southern,V,74.0,72.0
420,Ark.-Pine Bluff,Grambling,H,68.0,69.0
421,Ark.-Pine Bluff,Jackson St.,H,60.0,58.0
422,Ark.-Pine Bluff,Alabama A&M,H,80.0,62.0
423,Ark.-Pine Bluff,Alabama St.,H,59.0,65.0
424,Ark.-Pine Bluff,Southern U.,V,62.0,70.0
425,Ark.-Pine Bluff,Alcorn,V,52.0,84.0
426,Ark.-Pine Bluff,Prairie View,H,71.0,76.0
427,Ark.-Pine Bluff,Texas Southern,H,62.0,61.0
428,Ark.-Pine Bluff,Grambling,V,75.0,66.0
429,Ark.-Pine Bluff,Jackson St.,V,48.0,51.0
430,Ark.-Pine Bluff,Mississippi Val.,H,94.0,57.0
431,Ark.-Pine Bluff,Mississippi Val.,H,77.0,73.0
432,Ark.-Pine Bluff,Southern U.,N,71.0,65.0
433,Ark.-Pine Bluff,Texas Southern,N,69.0,84.0
434,Arkansas,Samford,H,95.0,56.0
435,Arkansas,Bucknell,H,101.0,73.0
436,Arkansas,Fresno St.,H,83.0,75.0
437,Arkansas,Oklahoma,N,92.0,83.0
438,Arkansas,North Carolina,N,68.0,87.0
439,Arkansas,UConn,N,102.0,67.0
440,Arkansas,Houston,V,65.0,91.0
441,Arkansas,Colorado St.,H,92.0,66.0
442,Arkansas,Minnesota,H,95.0,79.0
443,Arkansas,Troy,N,88.0,63.0
444,Arkansas,Oral Roberts,H,104.0,69.0
445,Arkansas,CSU Bakersfield,H,95.0,68.0
446,Arkansas,Tennessee,H,95.0,93.0
447,Arkansas,Mississippi St.,V,75.0,78.0
448,Arkansas,Auburn,V,77.0,88.0
449,Arkansas,LSU,H,54.0,75.0
450,Arkansas,Missouri,H,65.0,63.0
451,Arkansas,Florida,V,73.0,88.0
452,Arkansas,Ole Miss,H,97.0,93.0
453,Arkansas,Georgia,V,80.0,77.0
454,Arkansas,Oklahoma St.,H,66.0,65.0
455,Arkansas,Texas A&M,V,66.0,80.0
456,Arkansas,LSU,V,86.0,94.0
457,Arkansas,South Carolina,H,81.0,65.0
458,Arkansas,Vanderbilt,H,72.0,54.0
459,Arkansas,Ole Miss,V,75.0,64.0
460,Arkansas,Texas A&M,H,94.0,75.0
461,Arkansas,Kentucky,H,72.0,87.0
462,Arkansas,Alabama,V,76.0,73.0
463,Arkansas,Auburn,H,91.0,82.0
464,Arkansas,Missouri,V,67.0,77.0
465,Arkansas,South Carolina,N,69.0,64.0
466,Arkansas,Florida,N,80.0,72.0
467,Arkansas,Tennessee,N,66.0,84.0
468,Arkansas,Butler,N,62.0,79.0
469,Arkansas St.,Evansville,V,63.0,77.0
470,Arkansas St.,Abilene Christian,H,83.0,69.0
471,Arkansas St.,Eastern Mich.,V,59.0,76.0
472,Arkansas St.,Howard,H,92.0,78.0
473,Arkansas St.,Indiana,V,70.0,87.0
474,Arkansas St.,South Fla.,V,61.0,72.0
475,Arkansas St.,Cleveland St.,V,72.0,75.0
476,Arkansas St.,UT Martin,H,78.0,92.0
477,Arkansas St.,Omaha,V,74.0,77.0
478,Arkansas St.,Fla. Atlantic,V,64.0,63.0
479,Arkansas St.,Wichita St.,V,80.0,89.0
480,Arkansas St.,La.-Monroe,H,75.0,64.0
481,Arkansas St.,Louisiana,H,78.0,88.0
482,Arkansas St.,Ga. Southern,V,49.0,80.0
483,Arkansas St.,Georgia St.,V,75.0,79.0
484,Arkansas St.,Texas St.,H,67.0,73.0
485,Arkansas St.,UT Arlington,H,71.0,97.0
486,Arkansas St.,Little Rock,V,70.0,62.0
487,Arkansas St.,Coastal Caro.,V,47.0,62.0
488,Arkansas St.,Appalachian St.,V,93.0,88.0
489,Arkansas St.,Georgia St.,H,66.0,77.0
490,Arkansas St.,Ga. Southern,H,91.0,89.0
491,Arkansas St.,Troy,V,83.0,89.0
492,Arkansas St.,South Ala.,V,67.0,87.0
493,Arkansas St.,Little Rock,H,78.0,82.0
494,Arkansas St.,Appalachian St.,H,82.0,79.0
495,Arkansas St.,Coastal Caro.,H,81.0,88.0
496,Arkansas St.,Louisiana,V,74.0,85.0
497,Arkansas St.,La.-Monroe,V,83.0,79.0
498,Arkansas St.,La.-Monroe,N,54.0,76.0
499,Army West Point,Hofstra,V,74.0,77.0
500,Army West Point,Marist,V,94.0,73.0
501,Army West Point,Columbia,H,88.0,78.0
502,Army West Point,Niagara,V,71.0,77.0
503,Army West Point,UMBC,N,81.0,70.0
504,Army West Point,Marist,N,82.0,75.0
505,Army West Point,Binghamton,V,66.0,71.0
506,Army West Point,Wake Forest,V,80.0,109.0
507,Army West Point,St. Francis Brooklyn,V,76.0,64.0
508,Army West Point,Air Force,N,79.0,54.0
509,Army West Point,Boston U.,V,82.0,90.0
510,Army West Point,Loyola Maryland,H,86.0,75.0
511,Army West Point,Bucknell,H,66.0,83.0
512,Army West Point,American,V,58.0,54.0
513,Army West Point,Lafayette,H,81.0,71.0
514,Army West Point,Navy,V,64.0,62.0
515,Army West Point,Holy Cross,V,66.0,70.0
516,Army West Point,Lehigh,H,93.0,81.0
517,Army West Point,Colgate,H,78.0,81.0
518,Army West Point,Loyola Maryland,V,68.0,79.0
519,Army West Point,Bucknell,V,71.0,83.0
520,Army West Point,American,H,82.0,70.0
521,Army West Point,Lafayette,V,54.0,81.0
522,Army West Point,Navy,H,59.0,68.0
523,Army West Point,Holy Cross,H,65.0,70.0
524,Army West Point,Lehigh,V,53.0,84.0
525,Army West Point,Colgate,V,83.0,87.0
526,Army West Point,Boston U.,H,59.0,61.0
527,Army West Point,Loyola Maryland,V,79.0,82.0
528,Auburn,Norfolk St.,H,102.0,74.0
529,Auburn,Indiana St.,N,83.0,64.0
530,Auburn,Temple,N,74.0,88.0
531,Auburn,Hofstra,N,89.0,78.0
532,Auburn,Winthrop,H,119.0,85.0
533,Auburn,Dayton,V,73.0,60.0
534,Auburn,George Mason,H,79.0,63.0
535,Auburn,Gardner-Webb,H,80.0,55.0
536,Auburn,UAB,H,85.0,80.0
537,Auburn,Middle Tenn.,N,76.0,70.0
538,Auburn,Murray St.,V,81.0,77.0
539,Auburn,UConn,H,89.0,64.0
540,Auburn,Cornell,H,98.0,77.0
541,Auburn,Tennessee,V,94.0,84.0
542,Auburn,Arkansas,H,88.0,77.0
543,Auburn,Ole Miss,H,85.0,70.0
544,Auburn,Mississippi St.,V,76.0,68.0
545,Auburn,Alabama,V,71.0,76.0
546,Auburn,Georgia,H,79.0,65.0
547,Auburn,Missouri,V,91.0,73.0
548,Auburn,LSU,H,95.0,70.0
549,Auburn,Ole Miss,V,79.0,70.0
550,Auburn,Vanderbilt,H,93.0,81.0
551,Auburn,Texas A&M,H,80.0,81.0
552,Auburn,Georgia,V,78.0,61.0
553,Auburn,Kentucky,H,76.0,66.0
554,Auburn,South Carolina,V,75.0,84.0
555,Auburn,Alabama,H,90.0,71.0
556,Auburn,Florida,V,66.0,72.0
