,3,4,5,6,7
86,Air Force,San Diego St.,V,51.0,66.0
87,Air Force,Colorado St.,H,53.0,85.0
88,Air Force,Wyoming,H,81.0,76.0
89,Air Force,UNLV,V,72.0,77.0
90,Air Force,Utah St.,H,62.0,76.0
91,Air Force,Fresno St.,V,64.0,61.0
92,Air Force,San Jose St.,H,82.0,68.0
93,Air Force,Wyoming,V,80.0,72.0
94,Air Force,Nevada,H,79.0,90.0
95,Air Force,Boise St.,V,52.0,80.0
96,Air Force,San Jose St.,N,87.0,56.0
97,Air Force,Fresno St.,N,50.0,76.0
98,Akron,Cedarville,H,70.0,50.0
99,Akron,Youngstown St.,N,98.0,69.0
100,Akron,Chicago St.,H,87.0,46.0
101,Akron,Clemson,N,69.0,72.0
102,Akron,Illinois St.,N,68.0,73.0
103,Akron,St. Bonaventure,N,61.0,49.0
104,Akron,Alabama St.,H,86.0,54.0
105,Akron,Detroit Mercy,H,71.0,59.0
106,Akron,Purdue Fort Wayne,V,65.0,68.0
107,Akron,Marshall,H,74.0,75.0
108,Akron,Tennessee St.,H,82.0,60.0
109,Akron,Nevada,V,62.0,68.0
110,Akron,Carnegie Mellon,H,82.0,55.0
111,Akron,Western Mich.,H,56.0,48.0
112,Akron,Central Mich.,V,86.0,88.0
113,Akron,Northern Ill.,V,56.0,73.0
114,Akron,Eastern Mich.,H,51.0,49.0
115,Akron,Miami (OH),V,61.0,68.0
116,Akron,Central Mich.,H,70.0,67.0
117,Akron,Northern Ill.,H,67.0,65.0
118,Akron,Ohio,V,65.0,53.0
119,Akron,Toledo,V,52.0,63.0
120,Akron,Kent St.,H,72.0,53.0
121,Akron,Buffalo,H,70.0,76.0
122,Akron,Ball St.,V,56.0,57.0
123,Akron,Bowling Green,V,69.0,73.0
124,Akron,Miami (OH),H,70.0,58.0
125,Akron,Buffalo,V,64.0,77.0
126,Akron,Ohio,H,49.0,73.0
127,Akron,Bowling Green,H,91.0,67.0
128,Akron,Kent St.,V,65.0,68.0
129,Akron,American,H,80.0,51.0
130,Akron,Buffalo,N,46.0,82.0
131,Alabama,Southern U.,H,82.0,62.0
132,Alabama,Appalachian St.,H,81.0,73.0
133,Alabama,Northeastern,N,52.0,68.0
134,Alabama,Ball St.,N,79.0,61.0
135,Alabama,Wichita St.,N,90.0,86.0
136,Alabama,Murray St.,H,78.0,72.0
137,Alabama,UCF,V,64.0,70.0
138,Alabama,Georgia St.,H,80.0,83.0
139,Alabama,Arizona,H,76.0,73.0
140,Alabama,Liberty,N,84.0,75.0
141,Alabama,Penn St.,H,73.0,64.0
142,Alabama,SFA,V,79.0,69.0
143,Alabama,Kentucky,H,77.0,75.0
144,Alabama,LSU,V,79.0,88.0
145,Alabama,Texas A&M,H,80.0,81.0
146,Alabama,Missouri,V,70.0,60.0
147,Alabama,Tennessee,V,68.0,71.0
148,Alabama,Ole Miss,H,74.0,53.0
149,Alabama,Baylor,V,68.0,73.0
150,Alabama,Mississippi St.,H,83.0,79.0
151,Alabama,Auburn,V,63.0,84.0
152,Alabama,Georgia,H,89.0,74.0
153,Alabama,Vanderbilt,V,77.0,67.0
154,Alabama,Mississippi St.,V,62.0,81.0
155,Alabama,Florida,H,53.0,71.0
156,Alabama,Texas A&M,V,56.0,65.0
157,Alabama,Vanderbilt,H,68.0,61.0
158,Alabama,South Carolina,V,68.0,62.0
159,Alabama,LSU,H,69.0,74.0
160,Alabama,Auburn,H,60.0,66.0
161,Alabama,Arkansas,V,70.0,82.0
162,Alabama,Ole Miss,N,62.0,57.0
163,Alabama,Kentucky,N,55.0,73.0
164,Alabama,Norfolk St.,H,79.0,80.0
165,Alabama A&M,South Fla.,V,63.0,80.0
166,Alabama A&M,Houston,V,54.0,101.0
167,Alabama A&M,Rice,V,59.0,73.0
168,Alabama A&M,BYU,V,60.0,91.0
169,Alabama A&M,Northwestern St.,V,66.0,70.0
170,Alabama A&M,Fordham,V,46.0,77.0
171,Alabama A&M,UAB,H,57.0,67.0
172,Alabama A&M,Austin Peay,H,61.0,73.0
173,Alabama A&M,Samford,H,59.0,77.0
174,Alabama A&M,South Alabama,V,67.0,79.0
175,Alabama A&M,La Salle,N,57.0,80.0
176,Alabama A&M,Tulane,N,67.0,59.0
177,Alabama A&M,Hawaii,V,63.0,71.0
178,Alabama A&M,Pepperdine,V,64.0,100.0
179,Alabama A&M,Jackson St.,H,51.0,54.0
180,Alabama A&M,Grambling,H,65.0,60.0
181,Alabama A&M,Mississippi Val.,V,63.0,72.0
182,Alabama A&M,Ark.-Pine Bluff,V,49.0,50.0
183,Alabama A&M,Alabama St.,H,54.0,72.0
184,Alabama A&M,Southern U.,H,68.0,62.0
185,Alabama A&M,Alcorn,H,71.0,62.0
186,Alabama A&M,Prairie View,V,65.0,81.0
187,Alabama A&M,Texas Southern,V,74.0,84.0
188,Alabama A&M,Mississippi Val.,H,78.0,63.0
189,Alabama A&M,Ark.-Pine Bluff,H,60.0,69.0
190,Alabama A&M,Alabama St.,V,62.0,68.0
191,Alabama A&M,Southern U.,V,49.0,59.0
192,Alabama A&M,Alcorn,V,55.0,61.0
193,Alabama A&M,Prairie View,H,65.0,72.0
194,Alabama A&M,Texas Southern,H,61.0,66.0
195,Alabama A&M,Jackson St.,V,47.0,66.0
196,Alabama A&M,Grambling,V,58.0,66.0
197,Alabama St.,Iowa St.,V,53.0,79.0
198,Alabama St.,South Dakota St.,V,61.0,78.0
199,Alabama St.,LaGrange,H,97.0,63.0
200,Alabama St.,Birmingham-So.,H,86.0,44.0
201,Alabama St.,Iowa,V,78.0,105.0
202,Alabama St.,Akron,V,54.0,86.0
203,Alabama St.,Boise St.,V,57.0,67.0
204,Alabama St.,Utah St.,V,48.0,86.0
205,Alabama St.,Sam Houston St.,V,57.0,78.0
206,Alabama St.,Liberty,N,55.0,73.0
207,Alabama St.,Campbell,N,69.0,70.0
208,Alabama St.,Grambling,H,74.0,53.0
209,Alabama St.,Jackson St.,H,59.0,57.0
210,Alabama St.,Ark.-Pine Bluff,V,71.0,82.0
211,Alabama St.,Mississippi Val.,V,81.0,79.0
212,Alabama St.,Alabama A&M,V,72.0,54.0
213,Alabama St.,Alcorn,H,74.0,59.0
214,Alabama St.,Southern U.,H,69.0,65.0
215,Alabama St.,Texas Southern,V,59.0,83.0
216,Alabama St.,Prairie View,V,67.0,69.0
217,Alabama St.,Ark.-Pine Bluff,H,69.0,75.0
218,Alabama St.,Mississippi Val.,H,82.0,59.0
219,Alabama St.,Alabama A&M,H,68.0,62.0
220,Alabama St.,Alcorn,V,69.0,74.0
221,Alabama St.,Southern U.,V,60.0,57.0
222,Alabama St.,Texas Southern,H,68.0,78.0
223,Alabama St.,Prairie View,H,69.0,96.0
224,Alabama St.,Grambling,V,66.0,93.0
225,Alabama St.,Jackson St.,V,70.0,82.0
226,Alabama St.,Jackson St.,V,58.0,49.0
227,Alabama St.,Texas Southern,N,66.0,80.0
228,Albany (NY),Iona,V,68.0,72.0
229,Albany (NY),Boston U.,H,61.0,71.0
230,Albany (NY),Canisius,V,75.0,66.0
231,Albany (NY),SUNY Oneonta,H,79.0,62.0
232,Albany (NY),Holy Cross,H,65.0,69.0
233,Albany (NY),Milwaukee,V,70.0,79.0
234,Albany (NY),LIU Brooklyn,N,77.0,80.0
235,Albany (NY),Dartmouth,N,77.0,91.0
236,Albany (NY),Monmouth,H,82.0,63.0
237,Albany (NY),Yale,V,63.0,71.0
238,Albany (NY),Dartmouth,H,52.0,61.0
239,Albany (NY),Providence,V,43.0,73.0
240,Albany (NY),Manhattan,H,77.0,67.0
241,Albany (NY),Kent St.,V,68.0,70.0
242,Albany (NY),Niagara,V,79.0,74.0
243,Albany (NY),Vermont,H,51.0,80.0
244,Albany (NY),Maine,H,62.0,66.0
245,Albany (NY),UMass Lowell,V,72.0,84.0
246,Albany (NY),UMBC,V,64.0,65.0
247,Albany (NY),Stony Brook,H,66.0,67.0
248,Albany (NY),Hartford,H,84.0,77.0
249,Albany (NY),New Hampshire,V,62.0,42.0
250,Albany (NY),Binghamton,H,64.0,50.0
251,Albany (NY),Vermont,V,49.0,67.0
252,Albany (NY),UMass Lowell,H,54.0,86.0
253,Albany (NY),Maine,V,63.0,54.0
254,Albany (NY),Stony Brook,V,74.0,70.0
255,Albany (NY),UMBC,H,84.0,75.0
256,Albany (NY),New Hampshire,H,58.0,62.0
257,Albany (NY),Hartford,V,80.0,82.0
258,Albany (NY),Binghamton,V,73.0,58.0
259,Albany (NY),UMBC,V,54.0,62.0
260,Alcorn,Tulsa,V,56.0,73.0
261,Alcorn,Blue Mountain (MS),H,79.0,55.0
262,Alcorn,Vanderbilt,V,54.0,79.0
263,Alcorn,Kent St.,V,48.0,79.0
264,Alcorn,Liberty,V,54.0,76.0
265,Alcorn,Savannah St.,N,75.0,80.0
266,Alcorn,Mississippi St.,V,65.0,88.0
267,Alcorn,Rust,H,103.0,66.0
268,Alcorn,Champion Chris.,H,109.0,45.0
269,Alcorn,Fisk,H,75.0,45.0
270,Alcorn,UAB,V,49.0,76.0
271,Alcorn,South Fla.,V,44.0,83.0
272,Alcorn,Texas Southern,H,70.0,87.0
273,Alcorn,Prairie View,H,54.0,57.0
274,Alcorn,Jackson St.,V,52.0,59.0
275,Alcorn,Grambling,V,42.0,77.0
276,Alcorn,Mississippi Val.,H,63.0,57.0
277,Alcorn,Ark.-Pine Bluff,H,74.0,69.0
278,Alcorn,Alabama St.,V,59.0,74.0
279,Alcorn,Alabama A&M,V,62.0,71.0
280,Alcorn,Southern U.,H,76.0,64.0
281,Alcorn,Jackson St.,H,66.0,52.0
282,Alcorn,Grambling,H,53.0,65.0
283,Alcorn,Mississippi Val.,V,68.0,76.0
284,Alcorn,Ark.-Pine Bluff,V,62.0,73.0
285,Alcorn,Alabama St.,H,74.0,69.0
286,Alcorn,Alabama A&M,H,61.0,55.0
287,Alcorn,Southern U.,V,46.0,61.0
288,Alcorn,Texas Southern,V,72.0,99.0
289,Alcorn,Prairie View,V,64.0,98.0
290,Alcorn,Prairie View,V,66.0,86.0
291,American,George Mason,V,78.0,75.0
292,American,Northwestern,V,51.0,63.0
293,American,New Hampshire,H,68.0,44.0
294,American,UMBC,V,73.0,69.0
295,American,VMI,V,74.0,64.0
296,American,Wagner,H,58.0,64.0
297,American,Saint Francis (PA),H,95.0,82.0
298,American,Howard,V,83.0,85.0
299,American,Mount St. Mary's,H,55.0,56.0
300,American,UMES,H,82.0,58.0
301,American,George Washington,V,67.0,71.0
302,American,Boston U.,H,86.0,74.0
303,American,Colgate,V,69.0,73.0
304,American,Navy,H,71.0,63.0
305,American,Bucknell,V,54.0,55.0
306,American,Lehigh,V,76.0,83.0
307,American,Lafayette,H,79.0,84.0
308,American,Boston U.,V,70.0,66.0
309,American,Bucknell,H,76.0,68.0
310,American,Loyola Maryland,V,74.0,68.0
311,American,Holy Cross,H,66.0,49.0
312,American,Navy,V,67.0,77.0
313,American,Army West Point,H,71.0,68.0
314,American,Loyola Maryland,H,84.0,86.0
315,American,Colgate,H,81.0,83.0
316,American,Lafayette,V,68.0,70.0
317,American,Army West Point,V,77.0,66.0
318,American,Lehigh,H,66.0,80.0
319,American,Holy Cross,V,86.0,66.0
320,American,Navy,H,56.0,60.0
321,Appalachian St.,Mars Hill,H,125.0,62.0
322,Appalachian St.,Alabama,V,73.0,81.0
323,Appalachian St.,Purdue,N,70.0,92.0
324,Appalachian St.,Wichita St.,N,76.0,82.0
325,Appalachian St.,Ball St.,N,86.0,94.0
326,Appalachian St.,Winston-Salem,H,91.0,64.0
327,Appalachian St.,East Carolina,V,81.0,83.0
328,Appalachian St.,Howard,H,100.0,86.0
329,Appalachian St.,N.C. Central,H,82.0,73.0
330,Appalachian St.,South Fla.,V,69.0,76.0
331,Appalachian St.,Georgetown,V,73.0,83.0
332,Appalachian St.,Milligan,H,99.0,60.0
333,Appalachian St.,Saint Louis,V,55.0,83.0
334,Appalachian St.,South Alabama,V,73.0,79.0
335,Appalachian St.,Troy,V,85.0,89.0
336,Appalachian St.,UT Arlington,H,72.0,82.0
337,Appalachian St.,Texas St.,H,69.0,70.0
338,Appalachian St.,Coastal Caro.,V,72.0,89.0
339,Appalachian St.,Arkansas St.,V,81.0,82.0
340,Appalachian St.,Little Rock,V,77.0,73.0
341,Appalachian St.,Louisiana,H,104.0,77.0
342,Appalachian St.,La.-Monroe,H,85.0,84.0
343,Appalachian St.,Texas St.,V,71.0,74.0
344,Appalachian St.,UT Arlington,V,68.0,78.0
345,Appalachian St.,Coastal Caro.,H,88.0,79.0
346,Appalachian St.,Georgia St.,H,75.0,80.0
347,Appalachian St.,Ga. Southern,H,69.0,92.0
348,Appalachian St.,La.-Monroe,V,75.0,81.0
349,Appalachian St.,Louisiana,V,90.0,80.0
350,Appalachian St.,Troy,H,72.0,64.0
351,Appalachian St.,South Alabama,H,71.0,78.0
352,Appalachian St.,La.-Monroe,V,80.0,89.0
353,Arizona,Houston Baptist,H,90.0,60.0
354,Arizona,Cal Poly,H,82.0,61.0
355,Arizona,UTEP,H,79.0,46.0
356,Arizona,Iowa St.,N,71.0,66.0
357,Arizona,Gonzaga,N,74.0,91.0
358,Arizona,Auburn,N,57.0,73.0
359,Arizona,Ga. Southern,H,100.0,70.0
360,Arizona,UConn,V,76.0,72.0
361,Arizona,Utah Valley,H,80.0,69.0
362,Arizona,Alabama,V,73.0,76.0
363,Arizona,Baylor,H,49.0,58.0
364,Arizona,Montana,H,61.0,42.0
365,Arizona,UC Davis,H,70.0,68.0
366,Arizona,Colorado,H,64.0,56.0
367,Arizona,Utah,H,84.0,81.0
368,Arizona,Stanford,V,75.0,70.0
369,Arizona,California,V,87.0,65.0
370,Arizona,Oregon,H,54.0,59.0
371,Arizona,Oregon St.,H,82.0,71.0
372,Arizona,Southern California,V,57.0,80.0
373,Arizona,UCLA,V,69.0,90.0
374,Arizona,Arizona St.,V,88.0,95.0
375,Arizona,Washington,H,60.0,67.0
376,Arizona,Washington St.,H,55.0,69.0
377,Arizona,Utah,V,76.0,83.0
378,Arizona,Colorado,V,60.0,67.0
379,Arizona,California,H,76.0,51.0
380,Arizona,Stanford,H,70.0,54.0
381,Arizona,Oregon St.,V,74.0,72.0
382,Arizona,Oregon,V,47.0,73.0
383,Arizona,Arizona St.,H,64.0,72.0
384,Arizona,Southern California,N,65.0,78.0
385,Arizona St.,Cal St. Fullerton,H,102.0,94.0
386,Arizona St.,McNeese,H,80.0,52.0
387,Arizona St.,Long Beach St.,H,90.0,58.0
388,Arizona St.,Mississippi St.,N,72.0,67.0
389,Arizona St.,Utah St.,N,87.0,82.0
390,Arizona St.,Omaha,H,89.0,71.0
391,Arizona St.,Texas Southern,H,83.0,71.0
392,Arizona St.,Nevada,N,66.0,72.0
393,Arizona St.,Georgia,V,76.0,74.0
394,Arizona St.,Vanderbilt,V,65.0,81.0
395,Arizona St.,Kansas,H,80.0,76.0
396,Arizona St.,Princeton,H,66.0,67.0
397,Arizona St.,Utah,H,86.0,96.0
398,Arizona St.,Colorado,H,83.0,61.0
399,Arizona St.,California,V,80.0,66.0
400,Arizona St.,Stanford,V,71.0,85.0
401,Arizona St.,Oregon St.,H,70.0,67.0
402,Arizona St.,Oregon,H,78.0,64.0
403,Arizona St.,UCLA,V,84.0,73.0
404,Arizona St.,Southern California,V,67.0,69.0
405,Arizona St.,Arizona,H,95.0,88.0
406,Arizona St.,Washington St.,H,70.0,91.0
407,Arizona St.,Washington,H,75.0,63.0
408,Arizona St.,Colorado,V,73.0,77.0
409,Arizona St.,Utah,V,98.0,87.0
410,Arizona St.,Stanford,H,80.0,62.0
411,Arizona St.,California,H,69.0,59.0
412,Arizona St.,Oregon,V,51.0,79.0
413,Arizona St.,Oregon St.,V,74.0,71.0
414,Arizona St.,Arizona,V,72.0,64.0
415,Arizona St.,UCLA,N,83.0,72.0
416,Arizona St.,Oregon,N,75.0,79.0
417,Arizona St.,St. John's (NY),N,74.0,65.0
418,Arizona St.,Buffalo,N,74.0,91.0
419,Ark.-Pine Bluff,San Diego St.,V,60.0,76.0
420,Ark.-Pine Bluff,Colorado St.,V,67.0,92.0
421,Ark.-Pine Bluff,Southern Ill.,V,48.0,78.0
422,Ark.-Pine Bluff,Massachusetts,V,60.0,92.0
423,Ark.-Pine Bluff,California Baptist,N,115.0,107.0
424,Ark.-Pine Bluff,Little Rock,V,75.0,66.0
425,Ark.-Pine Bluff,Cincinnati,V,49.0,105.0
426,Ark.-Pine Bluff,Texas Tech,V,47.0,65.0
427,Ark.-Pine Bluff,UC Santa Barbara,V,45.0,55.0
428,Ark.-Pine Bluff,Champion Chris.,H,84.0,51.0
429,Ark.-Pine Bluff,North Texas,V,66.0,77.0
430,Ark.-Pine Bluff,Missouri St.,V,72.0,93.0
431,Ark.-Pine Bluff,Troy,V,63.0,71.0
432,Ark.-Pine Bluff,Mississippi Val.,H,64.0,52.0
433,Ark.-Pine Bluff,Alabama St.,H,82.0,71.0
434,Ark.-Pine Bluff,Alabama A&M,H,50.0,49.0
435,Ark.-Pine Bluff,Southern U.,V,67.0,69.0
436,Ark.-Pine Bluff,Alcorn,V,69.0,74.0
437,Ark.-Pine Bluff,Texas Southern,H,90.0,86.0
438,Ark.-Pine Bluff,Prairie View,H,63.0,79.0
439,Ark.-Pine Bluff,Grambling,V,55.0,79.0
440,Ark.-Pine Bluff,Jackson St.,V,52.0,65.0
441,Ark.-Pine Bluff,Alabama St.,V,75.0,69.0
442,Ark.-Pine Bluff,Alabama A&M,V,69.0,60.0
443,Ark.-Pine Bluff,Southern U.,H,61.0,45.0
444,Ark.-Pine Bluff,Alcorn,H,73.0,62.0
445,Ark.-Pine Bluff,Texas Southern,V,74.0,94.0
446,Ark.-Pine Bluff,Prairie View,V,44.0,48.0
447,Ark.-Pine Bluff,Grambling,H,70.0,66.0
448,Ark.-Pine Bluff,Jackson St.,H,56.0,57.0
449,Ark.-Pine Bluff,Mississippi Val.,V,91.0,57.0
450,Ark.-Pine Bluff,Grambling,V,52.0,59.0
451,Arkansas,Texas,N,71.0,73.0
452,Arkansas,UC Davis,H,81.0,58.0
453,Arkansas,Indiana,H,73.0,72.0
454,Arkansas,Montana St.,H,90.0,68.0
455,Arkansas,UT Arlington,H,78.0,60.0
456,Arkansas,FIU,H,121.0,89.0
457,Arkansas,Colorado St.,V,98.0,74.0
458,Arkansas,Western Ky.,H,77.0,78.0
459,Arkansas,UTSA,N,79.0,67.0
460,Arkansas,Georgia Tech,H,65.0,69.0
461,Arkansas,Texas St.,H,73.0,70.0
462,Arkansas,Austin Peay,H,76.0,65.0
463,Arkansas,Texas A&M,V,73.0,71.0
464,Arkansas,Florida,H,51.0,57.0
465,Arkansas,LSU,H,88.0,94.0
466,Arkansas,Tennessee,V,87.0,106.0
467,Arkansas,Ole Miss,V,67.0,84.0
468,Arkansas,Missouri,H,72.0,60.0
469,Arkansas,Texas Tech,V,64.0,67.0
470,Arkansas,Georgia,H,70.0,60.0
471,Arkansas,LSU,V,90.0,89.0
472,Arkansas,Vanderbilt,H,69.0,66.0
473,Arkansas,South Carolina,V,65.0,77.0
474,Arkansas,Missouri,V,78.0,79.0
475,Arkansas,Mississippi St.,H,67.0,77.0
476,Arkansas,Auburn,V,56.0,79.0
477,Arkansas,Texas A&M,H,80.0,87.0
478,Arkansas,Kentucky,V,66.0,70.0
479,Arkansas,Ole Miss,H,74.0,73.0
480,Arkansas,Vanderbilt,V,84.0,48.0
481,Arkansas,Alabama,H,82.0,70.0
482,Arkansas,Florida,N,50.0,66.0
483,Arkansas,Providence,V,84.0,72.0
484,Arkansas,Indiana,V,60.0,63.0
485,Arkansas St.,Abilene Christian,V,73.0,94.0
486,Arkansas St.,Mo. Baptist,H,89.0,54.0
487,Arkansas St.,Grand Canyon,V,72.0,96.0
488,Arkansas St.,UNCW,N,64.0,78.0
489,Arkansas St.,Eastern Ill.,N,86.0,90.0
490,Arkansas St.,Gardner-Webb,N,77.0,69.0
491,Arkansas St.,Lehigh,V,70.0,82.0
492,Arkansas St.,Evansville,H,87.0,77.0
493,Arkansas St.,Minnesota,V,56.0,72.0
494,Arkansas St.,Fla. Atlantic,H,75.0,71.0
495,Arkansas St.,Missouri St.,H,71.0,63.0
496,Arkansas St.,Syracuse,V,52.0,82.0
497,Arkansas St.,Harding,H,87.0,62.0
498,Arkansas St.,Louisiana,V,94.0,83.0
499,Arkansas St.,La.-Monroe,V,75.0,85.0
500,Arkansas St.,South Alabama,H,66.0,65.0
501,Arkansas St.,Troy,H,85.0,90.0
502,Arkansas St.,UT Arlington,V,59.0,68.0
503,Arkansas St.,Texas St.,V,64.0,77.0
504,Arkansas St.,Appalachian St.,H,82.0,81.0
505,Arkansas St.,Coastal Caro.,H,64.0,77.0
506,Arkansas St.,Little Rock,V,84.0,83.0
507,Arkansas St.,South Alabama,V,62.0,70.0
508,Arkansas St.,Troy,V,79.0,84.0
509,Arkansas St.,Texas St.,H,74.0,84.0
510,Arkansas St.,UT Arlington,H,83.0,79.0
511,Arkansas St.,Little Rock,H,72.0,65.0
512,Arkansas St.,Georgia St.,V,60.0,76.0
513,Arkansas St.,Ga. Southern,V,70.0,81.0
514,Arkansas St.,La.-Monroe,H,73.0,72.0
515,Arkansas St.,Louisiana,H,87.0,90.0
516,Arkansas St.,South Alabama,V,67.0,75.0
517,Army West Point,Marist,H,73.0,69.0
518,Army West Point,Duke,V,72.0,94.0
519,Army West Point,Sacred Heart,N,78.0,79.0
520,Army West Point,UMass Lowell,N,85.0,92.0
521,Army West Point,Brown,V,66.0,86.0
522,Army West Point,SUNY Maritime,H,91.0,40.0
523,Army West Point,Miami (OH),V,55.0,85.0
524,Army West Point,Binghamton,H,67.0,56.0
525,Army West Point,Fairfield,H,63.0,60.0
526,Army West Point,NJIT,V,72.0,77.0
527,Army West Point,Air Force,V,66.0,61.0
528,Army West Point,Fairleigh Dickinson,V,84.0,93.0
529,Army West Point,Niagara,H,66.0,78.0
530,Army West Point,Bucknell,H,63.0,64.0
531,Army West Point,Lafayette,H,77.0,69.0
532,Army West Point,Boston U.,V,86.0,82.0
533,Army West Point,Loyola Maryland,V,64.0,66.0
534,Army West Point,Colgate,H,91.0,81.0
535,Army West Point,Navy,H,72.0,61.0
536,Army West Point,Holy Cross,H,76.0,57.0
537,Army West Point,Lafayette,V,69.0,63.0
538,Army West Point,Colgate,V,56.0,76.0
539,Army West Point,Lehigh,H,70.0,75.0
540,Army West Point,Holy Cross,V,42.0,56.0
541,Army West Point,American,V,68.0,71.0
542,Army West Point,Boston U.,H,71.0,61.0
543,Army West Point,Navy,V,68.0,79.0
544,Army West Point,Lehigh,V,81.0,91.0
545,Army West Point,American,H,66.0,77.0
546,Army West Point,Loyola Maryland,H,79.0,69.0
547,Army West Point,Bucknell,V,61.0,62.0
548,Army West Point,Lehigh,V,70.0,75.0
549,Auburn,South Alabama,H,101.0,58.0
550,Auburn,Washington,H,88.0,66.0
551,Auburn,Mississippi Col.,H,103.0,52.0
552,Auburn,Xavier,N,88.0,79.0
