,3,4,5,6,7
129,Alabama,Clemson,V,51,50
130,Alabama,Winthrop,H,72,60
131,Alabama,Oregon,H,68,72
132,Alabama,Jacksonville St.,H,67,59
133,Alabama,Norfolk St.,H,68,49
134,Alabama,Ole Miss,V,66,74
135,Alabama,Kentucky,H,61,77
136,Alabama,South Carolina,H,73,50
137,Alabama,Vanderbilt,V,63,71
138,Alabama,Auburn,V,77,83
139,Alabama,LSU,H,70,72
140,Alabama,Tennessee,H,63,57
141,Alabama,South Carolina,V,64,78
142,Alabama,Mississippi St.,V,82,80
143,Alabama,Missouri,H,80,71
144,Alabama,Texas A&M,H,63,62
145,Alabama,Florida,V,61,55
146,Alabama,LSU,V,76,69
147,Alabama,Mississippi St.,H,61,67
148,Alabama,Kentucky,V,53,78
149,Alabama,Auburn,H,65,57
150,Alabama,Arkansas,H,61,62
151,Alabama,Georgia,V,63,70
152,Alabama,Ole Miss,N,81,73
153,Alabama,Kentucky,N,59,85
154,Alabama,Creighton,V,54,72
155,Alabama A&M,Tulane,V,68,67
156,Alabama A&M,Southeast Mo. St.,H,74,56
157,Alabama A&M,Jacksonville St.,V,73,69
158,Alabama A&M,Murray St.,V,61,63
159,Alabama A&M,Saint Louis,V,58,75
160,Alabama A&M,Western Ky.,V,70,79
161,Alabama A&M,Evansville,V,70,91
162,Alabama A&M,Ball St.,V,62,63
163,Alabama A&M,Grambling,V,78,81
164,Alabama A&M,Jackson St.,V,66,67
165,Alabama A&M,Ark.-Pine Bluff,H,85,70
166,Alabama A&M,Mississippi Val.,H,73,79
167,Alabama A&M,Alabama St.,V,80,75
168,Alabama A&M,Alcorn,V,58,63
169,Alabama A&M,Southern U.,V,52,73
170,Alabama A&M,Prairie View,H,83,69
171,Alabama A&M,Texas Southern,H,66,71
172,Alabama A&M,Ark.-Pine Bluff,V,71,66
173,Alabama A&M,Mississippi Val.,V,64,66
174,Alabama A&M,Alabama St.,H,68,74
175,Alabama A&M,Alcorn,H,58,62
176,Alabama A&M,Southern U.,H,78,66
177,Alabama A&M,Texas Southern,V,54,77
178,Alabama A&M,Prairie View,V,65,85
179,Alabama A&M,Grambling,H,58,65
180,Alabama A&M,Jackson St.,H,54,51
181,Alabama A&M,Ark.-Pine Bluff,N,61,53
182,Alabama A&M,Texas Southern,N,69,77
183,Alabama St.,Virginia Tech,V,85,82
184,Alabama St.,UAB,V,70,72
185,Alabama St.,Mercer,V,49,70
186,Alabama St.,Chattanooga,N,58,95
187,Alabama St.,Chicago St.,N,66,64
188,Alabama St.,Evansville,V,56,88
189,Alabama St.,Jacksonville St.,V,63,60
190,Alabama St.,Elon,V,74,91
191,Alabama St.,Coastal Caro.,V,65,68
192,Alabama St.,Winthrop,V,84,92
193,Alabama St.,Jackson St.,V,61,68
194,Alabama St.,Grambling,V,81,84
195,Alabama St.,Mississippi Val.,H,75,74
196,Alabama St.,Ark.-Pine Bluff,H,55,59
197,Alabama St.,Alabama A&M,H,75,80
198,Alabama St.,Southern U.,V,69,73
199,Alabama St.,Alcorn,V,72,77
200,Alabama St.,Texas Southern,H,72,75
201,Alabama St.,Prairie View,H,83,77
202,Alabama St.,Mississippi Val.,V,73,62
203,Alabama St.,Ark.-Pine Bluff,V,70,75
204,Alabama St.,Alabama A&M,V,74,68
205,Alabama St.,Southern U.,H,77,68
206,Alabama St.,Alcorn,H,73,60
207,Alabama St.,Prairie View,V,73,68
208,Alabama St.,Texas Southern,V,86,96
209,Alabama St.,Jackson St.,H,71,54
210,Alabama St.,Grambling,H,59,58
211,Alabama St.,Southern U.,N,63,83
212,Albany (NY),Kentucky,V,65,78
213,Albany (NY),Boston U.,V,64,69
214,Albany (NY),Colgate,H,88,67
215,Albany (NY),South Fla.,V,61,63
216,Albany (NY),NJIT,H,74,73
217,Albany (NY),Yale,H,88,54
218,Albany (NY),Quinnipiac,V,58,54
219,Albany (NY),Holy Cross,V,88,84
220,Albany (NY),Marist,V,75,53
221,Albany (NY),Siena,V,70,78
222,Albany (NY),Saint Francis (PA),H,65,58
223,Albany (NY),Niagara,H,65,56
224,Albany (NY),St. Francis Brooklyn,V,71,66
225,Albany (NY),Cornell,V,75,70
226,Albany (NY),UMBC,H,73,59
227,Albany (NY),Vermont,V,69,57
228,Albany (NY),New Hampshire,H,80,75
229,Albany (NY),Maine,V,79,81
230,Albany (NY),Binghamton,H,80,59
231,Albany (NY),Stony Brook,V,63,69
232,Albany (NY),UMass Lowell,H,75,63
233,Albany (NY),Hartford,V,86,60
234,Albany (NY),UMBC,V,79,73
235,Albany (NY),Vermont,H,75,71
236,Albany (NY),Binghamton,V,69,56
237,Albany (NY),New Hampshire,V,68,69
238,Albany (NY),Maine,H,108,64
239,Albany (NY),Stony Brook,H,82,70
240,Albany (NY),UMass Lowell,V,86,61
241,Albany (NY),Hartford,H,75,59
242,Albany (NY),Hartford,H,59,68
243,Albany (NY),Ohio,V,90,94
244,Alcorn,Grand Canyon,V,46,79
245,Alcorn,UTEP,V,66,88
246,Alcorn,Portland,V,65,97
247,Alcorn,Oakland,N,51,84
248,Alcorn,Florida A&M,N,71,73
249,Alcorn,Indiana,V,70,112
250,Alcorn,Mercer,V,43,68
251,Alcorn,Tennessee St.,N,76,81
252,Alcorn,UT Martin,V,47,70
253,Alcorn,Prairie View,V,73,70
254,Alcorn,Texas Southern,V,58,74
255,Alcorn,Jackson St.,H,71,80
256,Alcorn,Grambling,H,69,53
257,Alcorn,Mississippi Val.,V,93,87
258,Alcorn,Ark.-Pine Bluff,V,73,65
259,Alcorn,Alabama A&M,H,63,58
260,Alcorn,Alabama St.,H,77,72
261,Alcorn,Southern U.,V,64,75
262,Alcorn,Jackson St.,V,72,64
263,Alcorn,Grambling,V,66,63
264,Alcorn,Mississippi Val.,H,72,71
265,Alcorn,Ark.-Pine Bluff,H,79,60
266,Alcorn,Alabama A&M,V,62,58
267,Alcorn,Alabama St.,V,60,73
268,Alcorn,Southern U.,H,70,56
269,Alcorn,Prairie View,H,81,64
270,Alcorn,Texas Southern,H,66,76
271,Alcorn,Mississippi Val.,N,61,64
272,American,Rhode Island,V,42,65
273,American,Hampton,H,48,61
274,American,Saint Francis (PA),V,48,68
275,American,VCU,V,44,72
276,American,New Hampshire,V,68,50
277,American,Mt. St. Mary's,V,56,81
278,American,Youngstown St.,V,60,56
279,American,Wagner,V,48,55
280,American,Stony Brook,H,68,86
281,American,UMES,H,64,79
282,American,LSU,V,51,79
283,American,Loyola Maryland,V,67,75
284,American,Colgate,H,37,56
285,American,Bucknell,V,54,72
286,American,Lehigh,H,50,65
287,American,Boston U.,H,50,61
288,American,Army West Point,V,45,65
289,American,Lafayette,V,81,73
290,American,Navy,V,63,58
291,American,Colgate,V,54,49
292,American,Holy Cross,H,58,45
293,American,Bucknell,H,69,55
294,American,Lehigh,V,49,72
295,American,Boston U.,V,51,71
296,American,Army West Point,H,59,65
297,American,Lafayette,H,60,59
298,American,Holy Cross,V,71,70
299,American,Navy,H,72,65
300,American,Loyola Maryland,H,67,66
301,American,Boston U.,V,69,64
302,American,Lehigh,V,62,78
303,Appalachian St.,Jacksonville,H,76,68
304,Appalachian St.,Furman,H,70,79
305,Appalachian St.,Hampton,V,61,82
306,Appalachian St.,Tulane,V,48,76
307,Appalachian St.,Liberty,N,73,62
308,Appalachian St.,Mercer,N,70,71
309,Appalachian St.,SFA,N,84,94
310,Appalachian St.,Hofstra,N,80,86
311,Appalachian St.,Texas,V,55,67
312,Appalachian St.,Charlotte,H,66,82
313,Appalachian St.,North Carolina,V,70,94
314,Appalachian St.,La.-Monroe,V,56,72
315,Appalachian St.,Louisiana,V,58,79
316,Appalachian St.,UT Arlington,H,67,71
317,Appalachian St.,Texas St.,H,76,56
318,Appalachian St.,Little Rock,V,55,81
319,Appalachian St.,Arkansas St.,V,86,72
320,Appalachian St.,Georgia St.,H,76,67
321,Appalachian St.,Ga. Southern,H,100,101
322,Appalachian St.,Troy,V,75,71
323,Appalachian St.,South Ala.,V,60,73
324,Appalachian St.,Louisiana,H,76,87
325,Appalachian St.,La.-Monroe,H,90,91
326,Appalachian St.,Texas St.,V,68,69
327,Appalachian St.,UT Arlington,V,60,91
328,Appalachian St.,South Ala.,H,71,75
329,Appalachian St.,Troy,H,78,74
330,Appalachian St.,Ga. Southern,V,63,88
331,Appalachian St.,Georgia St.,V,70,83
332,Appalachian St.,Little Rock,H,69,63
333,Appalachian St.,Arkansas St.,H,80,73
334,Arizona,Pacific,H,79,61
335,Arizona,Bradley,H,90,60
336,Arizona,Boise St.,H,88,76
337,Arizona,Northwestern St.,H,61,42
338,Arizona,Santa Clara,N,75,73
339,Arizona,Providence,N,65,69
340,Arizona,Boise St.,N,68,59
341,Arizona,Gonzaga,V,68,63
342,Arizona,Fresno St.,H,85,72
343,Arizona,Missouri,H,88,52
344,Arizona,Northern Ariz.,H,92,37
345,Arizona,UNLV,H,82,70
346,Arizona,Long Beach St.,H,85,70
347,Arizona,Arizona St.,V,94,82
348,Arizona,UCLA,V,84,87
349,Arizona,Southern California,V,101,103
350,Arizona,Washington,H,99,67
351,Arizona,Washington St.,H,90,66
352,Arizona,Stanford,V,71,57
353,Arizona,California,V,73,74
354,Arizona,Oregon,H,75,83
355,Arizona,Oregon St.,H,80,63
356,Arizona,Washington St.,V,79,64
357,Arizona,Washington,V,77,72
358,Arizona,UCLA,H,81,75
359,Arizona,Southern California,H,86,78
360,Arizona,Arizona St.,H,99,61
361,Arizona,Colorado,V,72,75
362,Arizona,Utah,V,64,70
363,Arizona,California,H,64,61
364,Arizona,Stanford,H,94,62
365,Arizona,Colorado,N,82,78
366,Arizona,Oregon,N,89,95
367,Arizona,Wichita St.,N,55,65
368,Arizona St.,Sacramento St.,H,63,66
369,Arizona St.,Belmont,H,83,74
370,Arizona St.,Kennesaw St.,H,91,53
371,Arizona St.,North Carolina St.,N,79,76
372,Arizona St.,Marquette,N,73,78
373,Arizona St.,UC Santa Barbara,H,70,68
374,Arizona St.,Creighton,V,79,77
375,Arizona St.,Texas A&M,H,67,54
376,Arizona St.,Kentucky,V,58,72
377,Arizona St.,UNLV,V,66,56
378,Arizona St.,Houston Baptist,H,98,79
379,Arizona St.,SFA,H,80,73
380,Arizona St.,CSU Bakersfield,H,75,59
381,Arizona St.,Arizona,H,82,94
382,Arizona St.,Southern California,V,65,75
383,Arizona St.,UCLA,V,74,81
384,Arizona St.,Washington St.,H,84,73
385,Arizona St.,Washington,H,85,89
386,Arizona St.,California,V,70,75
387,Arizona St.,Stanford,V,73,75
388,Arizona St.,Oregon St.,H,86,68
389,Arizona St.,Oregon,H,74,91
390,Arizona St.,Washington,V,83,95
391,Arizona St.,Washington St.,V,67,55
392,Arizona St.,Southern California,H,74,67
393,Arizona St.,UCLA,H,65,78
394,Arizona St.,Arizona,V,61,99
395,Arizona St.,Utah,V,46,81
396,Arizona St.,Colorado,V,69,79
397,Arizona St.,Stanford,H,74,64
398,Arizona St.,California,H,65,68
399,Arizona St.,Oregon St.,N,66,75
400,Ark.-Pine Bluff,Seattle U,V,58,56
401,Ark.-Pine Bluff,Oklahoma St.,V,72,86
402,Ark.-Pine Bluff,Michigan St.,V,46,92
403,Ark.-Pine Bluff,Cincinnati,V,50,99
404,Ark.-Pine Bluff,Nebraska,V,44,67
405,Ark.-Pine Bluff,Army West Point,V,60,81
406,Ark.-Pine Bluff,Southeastern La.,N,62,60
407,Ark.-Pine Bluff,Hawaii,V,47,75
408,Ark.-Pine Bluff,Virginia Tech,V,45,80
409,Ark.-Pine Bluff,Iowa St.,V,64,78
410,Ark.-Pine Bluff,Santa Clara,V,57,69
411,Ark.-Pine Bluff,Texas Tech,V,54,94
412,Ark.-Pine Bluff,Ohio,V,58,65
413,Ark.-Pine Bluff,Missouri,V,25,78
414,Ark.-Pine Bluff,Mississippi Val.,V,60,66
415,Ark.-Pine Bluff,Alabama A&M,V,70,85
416,Ark.-Pine Bluff,Alabama St.,V,59,55
417,Ark.-Pine Bluff,Southern U.,H,55,69
418,Ark.-Pine Bluff,Alcorn,H,65,73
419,Ark.-Pine Bluff,Prairie View,V,45,44
420,Ark.-Pine Bluff,Texas Southern,V,49,78
421,Ark.-Pine Bluff,Grambling,H,63,59
422,Ark.-Pine Bluff,Jackson St.,H,53,66
423,Ark.-Pine Bluff,Alabama A&M,H,66,71
424,Ark.-Pine Bluff,Alabama St.,H,75,70
425,Ark.-Pine Bluff,Southern U.,V,58,66
426,Ark.-Pine Bluff,Alcorn,V,60,79
427,Ark.-Pine Bluff,Prairie View,H,55,57
428,Ark.-Pine Bluff,Texas Southern,H,52,54
429,Ark.-Pine Bluff,Grambling,V,53,51
430,Ark.-Pine Bluff,Jackson St.,V,56,67
431,Ark.-Pine Bluff,Mississippi Val.,H,78,71
432,Ark.-Pine Bluff,Alabama A&M,N,53,61
433,Arkansas,Southern U.,H,86,68
434,Arkansas,Akron,H,80,88
435,Arkansas,Charleston So.,H,93,75
436,Arkansas,Georgia Tech,N,73,83
437,Arkansas,Stanford,N,66,69
438,Arkansas,Northwestern St.,H,117,78
439,Arkansas,Wake Forest,V,85,88
440,Arkansas,Evansville,H,89,76
441,Arkansas,Tennessee Tech,H,83,57
442,Arkansas,Mercer,H,66,69
443,Arkansas,North Florida,H,97,72
444,Arkansas,Dayton,V,81,85
445,Arkansas,Texas A&M,V,69,92
446,Arkansas,Vanderbilt,H,90,85
447,Arkansas,Mississippi St.,H,82,68
448,Arkansas,Missouri,V,94,61
449,Arkansas,LSU,V,74,76
450,Arkansas,Kentucky,H,66,80
451,Arkansas,Georgia,V,73,76
452,Arkansas,Texas A&M,H,74,71
453,Arkansas,Texas Tech,H,75,68
454,Arkansas,Florida,V,83,87
455,Arkansas,Tennessee,H,85,67
456,Arkansas,Mississippi St.,V,46,78
457,Arkansas,Ole Miss,V,60,76
458,Arkansas,Auburn,H,86,90
459,Arkansas,Missouri,H,84,72
460,Arkansas,LSU,H,85,65
461,Arkansas,Tennessee,V,75,65
462,Arkansas,Alabama,V,62,61
463,Arkansas,South Carolina,H,61,76
464,Arkansas,Florida,N,61,68
465,Arkansas St.,SIUE,V,70,79
466,Arkansas St.,Savannah St.,V,75,76
467,Arkansas St.,Jackson St.,H,78,69
468,Arkansas St.,Oregon,V,68,91
469,Arkansas St.,Baylor,V,72,94
470,Arkansas St.,Missouri,V,78,88
471,Arkansas St.,North Dakota St.,H,73,74
472,Arkansas St.,UT Martin,V,70,74
473,Arkansas St.,Central Ark.,H,77,67
474,Arkansas St.,Troy,V,84,81
475,Arkansas St.,South Ala.,V,89,67
476,Arkansas St.,La.-Monroe,H,68,65
477,Arkansas St.,Louisiana,H,71,69
478,Arkansas St.,Appalachian St.,H,72,86
479,Arkansas St.,Little Rock,H,76,73
480,Arkansas St.,UT Arlington,V,64,91
481,Arkansas St.,Texas St.,V,68,78
482,Arkansas St.,Georgia St.,H,75,69
483,Arkansas St.,Ga. Southern,H,66,71
484,Arkansas St.,South Ala.,H,79,73
485,Arkansas St.,Troy,H,70,71
486,Arkansas St.,Louisiana,V,73,83
487,Arkansas St.,La.-Monroe,V,73,78
488,Arkansas St.,Ga. Southern,V,59,90
489,Arkansas St.,Georgia St.,V,61,69
490,Arkansas St.,Texas St.,H,60,71
491,Arkansas St.,UT Arlington,H,75,79
492,Arkansas St.,Little Rock,V,80,89
493,Arkansas St.,Appalachian St.,V,73,80
494,Army West Point,Binghamton,V,75,60
495,Army West Point,Fairleigh Dickinson,V,96,85
496,Army West Point,George Washington,V,81,92
497,Army West Point,Tennessee,V,80,95
498,Army West Point,Ark.-Pine Bluff,H,81,60
499,Army West Point,Gardner-Webb,H,103,98
500,Army West Point,Maine,V,84,71
501,Army West Point,Bryant,V,77,55
502,Army West Point,Air Force,V,90,80
503,Army West Point,Marist,H,83,89
504,Army West Point,Monmouth,H,91,84
505,Army West Point,Lehigh,V,88,82
506,Army West Point,Bucknell,H,76,84
507,Army West Point,Lafayette,H,73,76
508,Army West Point,Loyola Maryland,V,73,59
509,Army West Point,Colgate,V,66,80
510,Army West Point,American,H,65,45
511,Army West Point,Holy Cross,V,65,69
512,Army West Point,Boston U.,H,67,76
513,Army West Point,Bucknell,V,66,94
514,Army West Point,Navy,H,50,64
515,Army West Point,Lafayette,V,84,81
516,Army West Point,Loyola Maryland,H,99,100
517,Army West Point,Colgate,H,82,72
518,Army West Point,American,V,65,59
519,Army West Point,Holy Cross,H,72,68
520,Army West Point,Navy,V,80,78
521,Army West Point,Boston U.,V,80,71
522,Army West Point,Lehigh,H,72,82
523,Army West Point,Colgate,H,79,72
524,Army West Point,Holy Cross,H,38,60
525,Army West Point,NJIT,V,65,79
526,Auburn,UAB,H,75,74
527,Auburn,Colorado,H,84,91
528,Auburn,Ga. Southern,H,92,62
529,Auburn,Northwestern St.,H,119,81
530,Auburn,Coastal Caro.,V,81,78
531,Auburn,Middle Tenn.,V,81,88
532,Auburn,Mercer,H,78,71
533,Auburn,Xavier,V,61,85
534,Auburn,New Mexico,N,83,78
535,Auburn,Harvard,N,51,69
536,Auburn,Hawaii,V,67,79
537,Auburn,Tennessee,H,83,77
538,Auburn,South Carolina,H,69,81
539,Auburn,Missouri,V,61,76
540,Auburn,Vanderbilt,V,57,75
541,Auburn,Kentucky,H,75,70
542,Auburn,Alabama,H,83,77
543,Auburn,Florida,V,63,95
544,Auburn,Ole Miss,V,63,80
545,Auburn,Oklahoma St.,H,63,74
546,Auburn,LSU,H,68,80
547,Auburn,Georgia,V,55,65
548,Auburn,Tennessee,V,45,71
549,Auburn,Vanderbilt,H,57,86
550,Auburn,Arkansas,V,90,86
551,Auburn,Ole Miss,H,59,69
552,Auburn,Georgia,H,84,81
553,Auburn,Alabama,V,57,65
554,Auburn,Texas A&M,H,63,81
555,Auburn,Mississippi St.,V,66,79
556,Auburn,Tennessee,N,59,97
557,Austin Peay,Vanderbilt,V,41,80
558,Austin Peay,Indiana,V,76,102
559,Austin Peay,Fort Wayne,H,77,80
560,Austin Peay,Cal Poly,N,64,73
561,Austin Peay,Northern Colo.,V,91,76
562,Austin Peay,Samford,H,74,73
563,Austin Peay,A&M-Corpus Chris,V,48,61
564,Austin Peay,Troy,V,80,71
565,Austin Peay,Fort Wayne,V,68,85
566,Austin Peay,North Florida,V,70,80
567,Austin Peay,Lipscomb,V,92,84
568,Austin Peay,Wofford,H,84,77
569,Austin Peay,A&M-Corpus Chris,H,70,74
570,Austin Peay,Eastern Ky.,H,70,79
571,Austin Peay,Jacksonville St.,H,73,54
572,Austin Peay,Tennessee Tech,H,66,72
573,Austin Peay,Tennessee St.,V,52,66
574,Austin Peay,Belmont,V,58,76
575,Austin Peay,SIUE,H,90,86
576,Austin Peay,Eastern Ill.,H,86,87
577,Austin Peay,Morehead St.,V,65,75
578,Austin Peay,Southeast Mo. St.,V,86,80
579,Austin Peay,UT Martin,V,77,86
580,Austin Peay,Murray St.,V,76,73
581,Austin Peay,Eastern Ill.,V,79,70
582,Austin Peay,UT Martin,H,84,85
583,Austin Peay,Murray St.,H,60,76
584,Austin Peay,SIUE,V,80,75
585,Austin Peay,Southeast Mo. St.,H,83,75
586,Austin Peay,Tennessee Tech,N,92,72
587,Austin Peay,Tennessee St.,N,74,72
588,Austin Peay,Belmont,N,97,96
589,Austin Peay,UT Martin,N,83,73
590,Austin Peay,Kansas,N,79,105
591,BYU,Utah Valley,H,85,54
592,BYU,Long Beach St.,V,65,66
593,BYU,Mississippi Val.,H,75,68
594,BYU,Belmont,H,95,81
595,BYU,Utah,V,75,83
596,BYU,Weber St.,N,73,68
597,BYU,Utah St.,H,80,68
598,BYU,Colorado,V,83,92
599,BYU,Central Mich.,H,98,85
600,BYU,Harvard,N,82,85
601,BYU,New Mexico,N,96,66
602,BYU,UNI,N,84,76
603,BYU,Saint Mary's (CA),V,74,85
604,BYU,Pacific,V,81,67
605,BYU,Santa Clara,H,97,61
606,BYU,San Francisco,H,102,92
607,BYU,Gonzaga,V,69,68
608,BYU,Portland,V,81,84
609,BYU,Loyola Marymount,V,91,80
610,BYU,Pepperdine,V,65,71
611,BYU,Loyola Marymount,H,87,62
612,BYU,Pepperdine,H,88,77
613,BYU,Saint Mary's (CA),H,70,59
614,BYU,Pacific,H,72,77
615,BYU,San Francisco,V,114,89
616,BYU,Santa Clara,V,96,62
617,BYU,San Diego,V,69,67
618,BYU,San Diego,H,91,33
619,BYU,Portland,H,99,81
620,BYU,Gonzaga,H,68,71
621,BYU,Santa Clara,N,72,60
622,BYU,Gonzaga,N,84,88
623,BYU,UAB,H,97,79
624,BYU,Virginia Tech,H,80,77
625,BYU,Creighton,H,88,82
626,BYU,Valparaiso,N,70,72
627,Ball St.,Bradley,V,53,54
628,Ball St.,Eastern Ill.,H,73,56
629,Ball St.,Eastern Ky.,V,81,89
630,Ball St.,Longwood,N,78,67
631,Ball St.,South Carolina St.,N,72,60
632,Ball St.,Valparaiso,H,69,66
633,Ball St.,IUPUI,H,61,58
634,Ball St.,New Orleans,H,66,52
635,Ball St.,Pepperdine,H,63,72
636,Ball St.,Indiana St.,V,61,73
637,Ball St.,Alabama A&M,H,63,62
638,Ball St.,Chicago St.,H,73,48
639,Ball St.,Toledo,H,87,69
640,Ball St.,Ohio,V,73,79
641,Ball St.,Western Mich.,V,74,64
642,Ball St.,Miami (OH),H,48,46
643,Ball St.,Kent St.,H,68,76
644,Ball St.,Eastern Mich.,V,88,87
645,Ball St.,Buffalo,V,64,76
646,Ball St.,Akron,H,64,73
647,Ball St.,Bowling Green,V,72,64
648,Ball St.,Western Mich.,H,75,71
649,Ball St.,Ohio,H,69,72
650,Ball St.,Central Mich.,V,75,63
651,Ball St.,Miami (OH),V,73,56
652,Ball St.,Northern Ill.,H,63,59
653,Ball St.,Toledo,V,67,77
654,Ball St.,Eastern Mich.,H,115,79
655,Ball St.,Central Mich.,H,57,65
656,Ball St.,Northern Ill.,V,69,80
657,Ball St.,Miami (OH),H,47,49
658,Ball St.,Tennessee St.,V,78,73
659,Ball St.,UT Martin,H,83,80
660,Ball St.,Columbia,V,67,69
661,Baylor,SFA,H,97,55
662,Baylor,Oregon,V,67,74
663,Baylor,Jackson St.,H,77,60
